offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Auburn,SEC,Georgia Southern,Sun Belt,400933829,4009338299,true,1,16,84,1,0,1,28,72,0,36,,24,2,6,FUMBLE RETURN TD
Florida,SEC,Michigan,Big Ten,400933830,4009338301,true,1,25,75,15,0,1,71,29,12,26,2,34,6,46,FG
Michigan,Big Ten,Florida,SEC,400933830,4009338302,true,1,75,75,12,26,1,7,7,5,27,6,59,14,68,FG
Florida,SEC,Michigan,Big Ten,400933830,4009338303,false,1,25,75,5,27,1,23,77,3,44,1,43,3,-2,PUNT
Michigan,Big Ten,Florida,SEC,400933830,4009338304,true,1,75,75,3,44,1,0,0,3,1,,43,3,75,TD
Florida,SEC,Michigan,Big Ten,400933830,4009338305,false,1,25,75,3,1,2,37,63,14,41,3,20,6,12,PUNT
Michigan,Big Ten,Florida,SEC,400933830,4009338306,true,2,74,74,14,41,2,76,76,12,19,2,22,6,-2,INT TD
Michigan,Big Ten,Florida,SEC,400933830,4009338307,true,2,75,75,12,19,2,72,72,10,50,1,29,3,3,INT TD
Michigan,Big Ten,Florida,SEC,400933830,4009338308,false,2,75,75,10,50,2,75,75,8,54,1,56,3,0,PUNT
Florida,SEC,Michigan,Big Ten,400933830,4009338309,false,2,63,37,8,54,2,70,30,7,2,1,52,4,7,MISSED FG
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338311,false,1,23,77,15,0,1,24,76,13,29,1,31,3,1,PUNT
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338312,false,1,67,67,13,29,1,60,60,11,29,2,,3,7,PUNT
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338313,false,1,24,76,11,29,1,27,73,9,54,1,35,3,3,PUNT
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338314,false,1,80,80,9,54,1,54,54,6,45,3,9,5,26,PUNT
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338315,false,1,16,84,6,45,1,55,45,4,20,2,25,10,39,PUNT
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338316,false,1,92,92,4,20,1,94,94,2,4,2,16,3,-2,PUNT
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338317,true,1,61,39,2,4,1,100,0,0,39,1,25,4,39,TD
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338318,false,1,75,75,0,39,2,57,57,12,50,2,49,6,18,PUNT
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338319,true,2,14,86,12,50,2,100,0,10,40,2,10,4,86,TD
Kentucky,SEC,Southern Mississippi,Conference USA,400933832,4009338321,false,1,74,74,15,0,1,77,77,13,26,1,34,3,-3,PUNT
Southern Mississippi,Conference USA,Kentucky,SEC,400933832,4009338322,false,1,34,66,13,26,1,32,68,12,27,,59,3,-2,PUNT
Kentucky,SEC,Southern Mississippi,Conference USA,400933832,4009338323,false,1,73,73,12,27,1,3,3,10,36,1,51,5,70,FUMBLE
Southern Mississippi,Conference USA,Kentucky,SEC,400933832,4009338324,false,1,3,97,10,36,1,8,92,9,1,1,35,3,5,PUNT
Kentucky,SEC,Southern Mississippi,Conference USA,400933832,4009338325,false,1,52,52,9,1,1,49,49,7,21,1,40,3,3,PUNT
Southern Mississippi,Conference USA,Kentucky,SEC,400933832,4009338326,false,1,1,99,7,21,1,31,69,5,7,2,14,4,30,PUNT
Kentucky,SEC,Southern Mississippi,Conference USA,400933832,4009338327,false,1,73,73,5,7,1,50,50,1,50,3,17,5,23,PUNT
Southern Mississippi,Conference USA,Kentucky,SEC,400933832,4009338328,false,1,20,80,1,50,1,14,86,1,10,,40,3,-6,FUMBLE
Kentucky,SEC,Southern Mississippi,Conference USA,400933832,4009338329,true,1,14,14,1,10,2,0,0,14,54,1,16,3,14,TD
LSU,SEC,BYU,FBS Independents,400933833,4009338331,false,1,15,85,15,0,1,39,61,10,34,4,26,7,24,PUNT
BYU,FBS Independents,LSU,SEC,400933833,4009338332,false,1,81,81,10,34,1,77,77,6,35,3,59,6,4,PUNT
LSU,SEC,BYU,FBS Independents,400933833,4009338333,true,1,34,66,6,35,2,100,0,14,22,7,13,13,66,TD
BYU,FBS Independents,LSU,SEC,400933833,4009338334,false,2,73,73,14,22,2,73,73,14,10,,12,1,0,INT
LSU,SEC,BYU,FBS Independents,400933833,4009338335,true,2,35,65,14,10,2,100,0,11,53,2,17,5,65,TD
BYU,FBS Independents,LSU,SEC,400933833,4009338336,false,2,72,72,11,53,2,53,53,8,57,2,56,5,19,PUNT
LSU,SEC,BYU,FBS Independents,400933833,4009338337,false,2,18,82,8,57,2,83,17,1,43,7,14,13,65,MISSED FG
BYU,FBS Independents,LSU,SEC,400933833,4009338338,false,2,80,80,1,43,2,61,61,0,38,1,5,5,19,PUNT
LSU,SEC,BYU,FBS Independents,400933833,4009338339,false,2,10,90,0,38,2,19,81,0,0,,38,1,9,END OF HALF
South Alabama,Sun Belt,Ole Miss,SEC,400933834,4009338341,false,1,75,75,15,0,1,71,71,13,29,1,31,3,4,PUNT
Ole Miss,SEC,South Alabama,Sun Belt,400933834,4009338342,true,1,22,78,13,29,1,100,0,11,0,2,29,9,78,TD
South Alabama,Sun Belt,Ole Miss,SEC,400933834,4009338343,false,1,75,75,11,0,1,93,93,8,52,2,8,3,-18,PUNT
Ole Miss,SEC,South Alabama,Sun Belt,400933834,4009338344,true,1,55,45,8,52,1,98,2,2,15,6,37,12,43,FG
South Alabama,Sun Belt,Ole Miss,SEC,400933834,4009338345,true,1,98,98,2,15,2,3,3,7,35,9,40,19,95,FG
Ole Miss,SEC,South Alabama,Sun Belt,400933834,4009338346,false,2,25,75,7,35,2,40,60,6,24,1,11,4,15,FUMBLE
South Alabama,Sun Belt,Ole Miss,SEC,400933834,4009338347,true,2,40,40,6,24,2,0,0,5,9,1,15,3,40,TD
Ole Miss,SEC,South Alabama,Sun Belt,400933834,4009338348,true,2,21,79,5,9,2,88,12,0,32,4,37,13,67,FG
South Alabama,Sun Belt,Ole Miss,SEC,400933834,4009338349,false,2,62,62,0,32,2,68,68,0,0,,32,1,-6,END OF HALF
Mississippi State,SEC,Charleston Southern,,400933835,4009338351,true,1,25,75,15,0,1,100,0,14,2,,58,4,75,TD
Charleston Southern,,Mississippi State,SEC,400933835,4009338352,false,1,77,77,14,2,1,68,68,11,42,2,20,3,9,PUNT
Mississippi State,SEC,Charleston Southern,,400933835,4009338353,false,1,22,78,11,42,1,85,15,6,49,4,53,15,63,MISSED FG
Charleston Southern,,Mississippi State,SEC,400933835,4009338354,false,1,80,80,6,49,1,90,90,4,34,2,15,3,-10,PUNT
Mississippi State,SEC,Charleston Southern,,400933835,4009338355,true,1,57,43,4,34,1,100,0,3,35,,59,3,43,TD
Charleston Southern,,Mississippi State,SEC,400933835,4009338356,true,1,84,84,3,35,1,84,84,3,20,,15,1,-16,SF
Mississippi State,SEC,Charleston Southern,,400933835,4009338357,true,1,80,20,3,20,1,100,0,1,24,1,56,6,40,TD
Charleston Southern,,Mississippi State,SEC,400933835,4009338358,false,1,75,75,1,24,2,78,78,14,49,1,35,3,-3,PUNT
Mississippi State,SEC,Charleston Southern,,400933835,4009338359,false,2,36,64,14,49,2,55,45,12,13,2,36,5,19,PUNT
Missouri,SEC,Missouri State,,400933836,4009338361,true,1,35,65,15,0,1,100,0,14,43,,17,1,65,TD
Missouri State,,Missouri,SEC,400933836,4009338362,true,1,65,65,14,43,1,0,0,8,4,6,39,12,65,TD
Missouri,SEC,Missouri State,,400933836,4009338363,true,1,57,43,8,4,1,100,0,7,44,,20,2,43,TD
Missouri State,,Missouri,SEC,400933836,4009338364,true,1,75,75,7,44,1,0,0,7,16,,28,3,75,TD
Missouri,SEC,Missouri State,,400933836,4009338365,true,1,37,63,7,16,1,100,0,5,51,1,25,5,63,TD
Missouri State,,Missouri,SEC,400933836,4009338366,true,1,75,75,5,51,1,0,0,1,39,4,12,7,75,TD
Missouri,SEC,Missouri State,,400933836,4009338367,false,1,35,65,1,39,1,70,30,0,31,1,8,6,35,INT
Missouri State,,Missouri,SEC,400933836,4009338368,false,1,80,80,0,31,2,71,71,13,16,2,15,3,9,PUNT
Missouri,SEC,Missouri State,,400933836,4009338369,false,2,1,99,13,16,2,45,55,12,13,1,3,5,44,PUNT
South Carolina,SEC,NC State,ACC,400933837,4009338371,true,1,100,0,15,0,1,100,0,15,0,,,0,0,TD
NC State,ACC,South Carolina,SEC,400933837,4009338372,true,1,75,75,15,0,1,0,0,8,56,6,4,14,75,TD
South Carolina,SEC,NC State,ACC,400933837,4009338373,true,1,20,80,8,56,1,100,0,3,53,5,3,11,80,TD
NC State,ACC,South Carolina,SEC,400933837,4009338374,true,1,75,75,3,53,1,0,0,0,46,3,7,9,75,TD
South Carolina,SEC,NC State,ACC,400933837,4009338375,false,1,27,73,0,46,2,31,69,14,45,1,1,3,4,PUNT
NC State,ACC,South Carolina,SEC,400933837,4009338376,false,2,76,76,14,45,2,72,72,13,20,1,25,5,16,FUMBLE
South Carolina,SEC,NC State,ACC,400933837,4009338377,true,2,60,40,13,20,2,100,0,10,2,3,18,8,40,TD
NC State,ACC,South Carolina,SEC,400933837,4009338378,false,2,75,75,10,2,2,12,12,4,33,5,29,12,63,MISSED FG
South Carolina,SEC,NC State,ACC,400933837,4009338379,false,2,20,80,4,33,2,40,60,1,47,2,46,5,20,PUNT
UCLA,Pac-12,Texas A&M,SEC,400933838,4009338381,true,1,35,65,15,0,1,88,12,11,9,3,51,12,53,FG
Texas A&M,SEC,UCLA,Pac-12,400933838,4009338382,true,1,75,75,11,9,1,0,0,6,41,4,28,11,75,TD
UCLA,Pac-12,Texas A&M,SEC,400933838,4009338383,false,1,25,75,6,41,1,24,76,5,49,,52,3,-4,FUMBLE
Texas A&M,SEC,UCLA,Pac-12,400933838,4009338384,true,1,3,3,5,49,1,1,1,5,11,,38,4,2,FG
UCLA,Pac-12,Texas A&M,SEC,400933838,4009338385,false,1,15,85,5,11,1,15,85,5,0,,11,1,5,FUMBLE
Texas A&M,SEC,UCLA,Pac-12,400933838,4009338386,true,1,20,20,5,0,1,0,0,4,4,,56,3,20,TD
UCLA,Pac-12,Texas A&M,SEC,400933838,4009338387,false,1,20,80,4,4,1,25,75,3,9,,55,3,5,PUNT
Texas A&M,SEC,UCLA,Pac-12,400933838,4009338388,false,1,94,94,3,9,1,76,76,0,49,2,20,6,18,PUNT
UCLA,Pac-12,Texas A&M,SEC,400933838,4009338389,false,1,36,64,0,49,2,42,58,14,45,1,4,3,6,PUNT
Vanderbilt,SEC,Middle Tennessee,Conference USA,400933839,4009338392,true,1,75,75,15,0,1,0,0,12,31,2,29,5,75,TD
Middle Tennessee,Conference USA,Vanderbilt,SEC,400933839,4009338393,false,1,25,75,12,31,1,55,45,9,45,2,46,6,30,INT
Vanderbilt,SEC,Middle Tennessee,Conference USA,400933839,4009338394,true,1,40,40,9,45,1,0,0,8,41,1,4,3,40,TD
Middle Tennessee,Conference USA,Vanderbilt,SEC,400933839,4009338395,false,1,25,75,8,41,1,77,23,4,36,4,5,8,52,DOWNS
Vanderbilt,SEC,Middle Tennessee,Conference USA,400933839,4009338396,true,1,76,76,4,36,2,0,0,11,53,7,43,13,76,TD
Middle Tennessee,Conference USA,Vanderbilt,SEC,400933839,4009338397,false,2,25,75,11,53,2,18,82,10,21,1,32,3,-7,PUNT
Vanderbilt,SEC,Middle Tennessee,Conference USA,400933839,4009338398,false,2,70,70,10,21,2,13,13,2,41,7,40,14,57,MISSED FG
Middle Tennessee,Conference USA,Vanderbilt,SEC,400933839,4009338399,false,2,20,80,2,41,2,22,78,1,44,,57,3,2,PUNT
Tennessee,SEC,Georgia Tech,ACC,400933840,4009338401,false,1,35,35,15,0,1,50,50,13,14,1,46,5,10,PUNT
Georgia Tech,ACC,Tennessee,SEC,400933840,4009338402,false,1,18,82,13,14,1,26,74,11,19,1,55,3,8,PUNT
Tennessee,SEC,Georgia Tech,ACC,400933840,4009338403,false,1,82,82,11,19,1,73,73,9,27,1,52,3,9,PUNT
Georgia Tech,ACC,Tennessee,SEC,400933840,4009338404,false,1,29,71,9,27,1,32,68,7,24,2,3,3,3,PUNT
Tennessee,SEC,Georgia Tech,ACC,400933840,4009338405,false,1,80,80,7,24,1,80,80,6,57,,27,3,0,PUNT
Georgia Tech,ACC,Tennessee,SEC,400933840,4009338406,true,1,14,86,6,57,1,100,0,0,6,6,51,12,86,TD
Tennessee,SEC,Georgia Tech,ACC,400933840,4009338407,false,1,35,35,0,6,2,39,39,14,2,1,4,3,6,PUNT
Georgia Tech,ACC,Tennessee,SEC,400933840,4009338408,false,2,5,95,14,2,2,43,57,10,41,3,21,8,38,FUMBLE
Tennessee,SEC,Georgia Tech,ACC,400933840,4009338409,true,2,46,46,10,41,2,0,0,8,11,2,30,8,46,TD
Alabama,SEC,Fresno State,Mountain West,400933841,4009338411,true,1,27,73,15,0,1,100,0,14,21,,39,2,73,TD
Fresno State,Mountain West,Alabama,SEC,400933841,4009338412,false,1,75,75,14,21,1,68,68,12,49,1,32,3,7,PUNT
Alabama,SEC,Fresno State,Mountain West,400933841,4009338413,true,1,38,62,12,49,1,100,0,8,24,4,25,10,62,TD
Fresno State,Mountain West,Alabama,SEC,400933841,4009338414,true,1,79,79,8,24,1,9,9,4,3,4,21,9,70,FG
Alabama,SEC,Fresno State,Mountain West,400933841,4009338415,true,1,25,75,4,3,2,100,0,14,25,4,38,11,75,TD
Fresno State,Mountain West,Alabama,SEC,400933841,4009338416,false,2,94,94,14,25,2,78,78,10,35,3,50,8,16,PUNT
Alabama,SEC,Fresno State,Mountain West,400933841,4009338417,false,2,52,48,10,35,2,62,38,7,44,2,51,5,10,PUNT
Fresno State,Mountain West,Alabama,SEC,400933841,4009338418,false,2,92,92,7,44,2,56,56,3,44,4,,7,36,PUNT
Alabama,SEC,Fresno State,Mountain West,400933841,4009338419,true,2,23,77,3,44,2,100,0,1,15,2,29,6,77,TD
Arkansas,SEC,TCU,Big 12,400933842,4009338421,false,1,20,80,15,0,1,11,89,13,25,1,35,3,1,PUNT
TCU,Big 12,Arkansas,SEC,400933842,4009338422,true,1,45,45,13,25,1,0,0,10,43,2,42,8,45,TD
Arkansas,SEC,TCU,Big 12,400933842,4009338423,true,1,25,75,10,43,1,100,0,8,15,2,28,6,75,TD
TCU,Big 12,Arkansas,SEC,400933842,4009338424,false,1,35,35,8,15,1,60,60,6,51,1,24,3,0,PUNT
Arkansas,SEC,TCU,Big 12,400933842,4009338425,false,1,34,66,6,51,1,35,65,5,17,1,34,3,1,PUNT
TCU,Big 12,Arkansas,SEC,400933842,4009338426,false,1,78,78,5,17,1,59,59,4,17,1,,4,19,INT
Arkansas,SEC,TCU,Big 12,400933842,4009338427,false,1,42,58,4,17,2,95,5,14,56,4,21,8,53,MISSED FG
TCU,Big 12,Arkansas,SEC,400933842,4009338428,true,2,80,80,14,56,2,0,0,7,39,7,17,15,80,TD
Arkansas,SEC,TCU,Big 12,400933842,4009338429,false,2,30,70,7,39,2,42,58,5,53,1,46,3,12,PUNT
Auburn,SEC,Clemson,ACC,400933843,4009338431,true,1,75,75,15,0,1,6,6,7,13,7,47,15,69,FG
Clemson,ACC,Auburn,SEC,400933843,4009338432,false,1,25,75,7,13,1,30,70,5,2,2,11,5,5,PUNT
Auburn,SEC,Clemson,ACC,400933843,4009338433,false,1,83,83,5,2,1,58,58,1,20,3,42,8,25,PUNT
Clemson,ACC,Auburn,SEC,400933843,4009338434,false,1,10,90,1,20,1,10,90,1,13,,7,1,1,FUMBLE
Auburn,SEC,Clemson,ACC,400933843,4009338435,true,1,11,11,1,13,2,10,10,14,17,1,56,4,1,FG
Clemson,ACC,Auburn,SEC,400933843,4009338436,false,2,25,75,14,17,2,34,66,12,12,2,5,3,9,PUNT
Auburn,SEC,Clemson,ACC,400933843,4009338437,false,2,83,83,12,12,2,77,77,10,14,1,58,3,6,PUNT
Clemson,ACC,Auburn,SEC,400933843,4009338438,false,2,46,54,10,14,2,71,29,6,47,3,27,10,25,MISSED FG
Auburn,SEC,Clemson,ACC,400933843,4009338439,false,2,71,71,6,47,2,55,55,4,1,2,46,6,16,PUNT
Notre Dame,FBS Independents,Georgia,SEC,400933845,4009338451,true,1,65,35,15,0,1,78,22,12,48,2,12,7,53,FG
Georgia,SEC,Notre Dame,FBS Independents,400933845,4009338452,false,1,72,72,12,48,1,76,76,10,52,1,56,5,6,PUNT
Notre Dame,FBS Independents,Georgia,SEC,400933845,4009338453,false,1,37,63,10,52,1,49,51,9,9,1,43,4,17,PUNT
Georgia,SEC,Notre Dame,FBS Independents,400933845,4009338454,true,1,80,80,9,9,1,9,9,6,36,2,33,6,71,FG
Notre Dame,FBS Independents,Georgia,SEC,400933845,4009338455,false,1,65,35,6,36,1,12,88,4,29,2,7,3,-1,PUNT
Georgia,SEC,Notre Dame,FBS Independents,400933845,4009338456,false,1,60,60,4,29,1,52,52,2,56,1,33,3,8,PUNT
Notre Dame,FBS Independents,Georgia,SEC,400933845,4009338457,false,1,13,87,2,56,1,16,84,1,6,1,50,3,3,PUNT
Georgia,SEC,Notre Dame,FBS Independents,400933845,4009338458,false,1,77,77,1,6,2,74,74,14,50,1,16,3,3,PUNT
Notre Dame,FBS Independents,Georgia,SEC,400933845,4009338459,false,2,29,71,14,50,2,33,67,13,23,1,27,3,4,PUNT
Kentucky,SEC,Eastern Kentucky,,400933846,4009338461,true,1,30,70,15,0,1,79,21,10,31,4,29,9,49,FG
Eastern Kentucky,,Kentucky,SEC,400933846,4009338462,true,1,25,25,10,31,1,0,0,6,22,4,9,9,75,TD
Kentucky,SEC,Eastern Kentucky,,400933846,4009338463,false,1,21,79,6,22,1,65,35,1,24,4,58,11,44,DOWNS
Eastern Kentucky,,Kentucky,SEC,400933846,4009338464,false,1,36,36,1,24,2,56,56,14,23,2,1,3,8,PUNT
Kentucky,SEC,Eastern Kentucky,,400933846,4009338465,false,2,23,77,14,23,2,24,76,12,23,2,,3,1,PUNT
Eastern Kentucky,,Kentucky,SEC,400933846,4009338466,true,2,34,34,12,23,2,0,0,5,44,6,39,12,66,TD
Kentucky,SEC,Eastern Kentucky,,400933846,4009338467,false,2,34,66,5,44,2,27,73,3,28,2,16,3,-7,PUNT
Eastern Kentucky,,Kentucky,SEC,400933846,4009338468,false,2,35,35,3,28,2,61,61,2,26,1,2,3,4,PUNT
Kentucky,SEC,Eastern Kentucky,,400933846,4009338469,true,2,25,75,2,26,2,100,0,1,28,,58,5,75,TD
Chattanooga,,LSU,SEC,400933847,4009338471,true,1,70,70,15,0,1,5,5,9,0,6,,14,65,FG
LSU,SEC,Chattanooga,,400933847,4009338472,true,1,28,72,9,0,1,100,0,6,23,2,37,6,72,TD
Chattanooga,,LSU,SEC,400933847,4009338473,false,1,75,75,6,23,1,36,36,1,45,4,38,11,33,DOWNS
LSU,SEC,Chattanooga,,400933847,4009338476,true,1,43,57,1,52,1,100,0,0,11,1,41,4,57,TD
Chattanooga,,LSU,SEC,400933847,4009338477,false,1,72,72,0,11,2,70,70,13,25,1,46,3,2,PUNT
LSU,SEC,Chattanooga,,400933847,4009338478,false,2,19,81,13,25,2,77,23,10,39,2,46,7,58,MISSED FG
Chattanooga,,LSU,SEC,400933847,4009338479,false,2,77,77,10,39,2,75,75,9,32,1,7,3,2,PUNT
UT Martin,,Ole Miss,SEC,400933848,4009338481,true,1,75,75,15,0,1,0,0,10,43,4,17,7,75,TD
Ole Miss,SEC,UT Martin,,400933848,4009338482,false,1,29,71,10,43,1,33,67,9,43,1,,3,4,PUNT
UT Martin,,Ole Miss,SEC,400933848,4009338483,false,1,77,77,9,43,1,49,49,5,32,4,11,7,28,PUNT
Ole Miss,SEC,UT Martin,,400933848,4009338484,false,1,12,88,5,32,1,46,54,3,46,1,46,6,34,INT
UT Martin,,Ole Miss,SEC,400933848,4009338485,true,1,12,12,3,46,1,6,6,1,43,2,3,4,18,FG
Ole Miss,SEC,UT Martin,,400933848,4009338486,true,1,35,65,1,43,1,100,0,0,41,1,2,3,65,TD
UT Martin,,Ole Miss,SEC,400933848,4009338487,false,1,75,75,0,41,2,69,69,13,22,2,19,3,6,PUNT
Ole Miss,SEC,UT Martin,,400933848,4009338488,false,2,37,63,13,22,2,80,20,10,12,3,10,8,43,MISSED FG
UT Martin,,Ole Miss,SEC,400933848,4009338489,true,2,80,80,10,12,2,0,0,6,45,3,27,6,80,TD
Louisiana Tech,Conference USA,Mississippi State,SEC,400933849,4009338491,true,1,25,75,15,0,1,90,10,13,21,1,39,7,65,FG
Mississippi State,SEC,Louisiana Tech,Conference USA,400933849,4009338492,false,1,75,75,13,21,1,75,75,12,32,,49,3,0,PUNT
Louisiana Tech,Conference USA,Mississippi State,SEC,400933849,4009338493,false,1,20,80,12,32,1,37,63,10,2,2,30,6,17,PUNT
Mississippi State,SEC,Louisiana Tech,Conference USA,400933849,4009338494,false,1,76,76,10,2,1,52,52,7,29,2,33,6,24,INT
Louisiana Tech,Conference USA,Mississippi State,SEC,400933849,4009338495,true,1,98,2,7,29,1,100,0,6,46,,43,2,2,TD
Mississippi State,SEC,Louisiana Tech,Conference USA,400933849,4009338496,true,1,78,78,6,46,1,19,19,5,5,1,41,5,59,FG
Louisiana Tech,Conference USA,Mississippi State,SEC,400933849,4009338497,false,1,25,75,5,5,1,22,78,4,8,,57,3,-3,PUNT
Mississippi State,SEC,Louisiana Tech,Conference USA,400933849,4009338498,false,1,61,61,4,8,1,57,57,2,47,1,21,3,4,PUNT
Louisiana Tech,Conference USA,Mississippi State,SEC,400933849,4009338499,true,1,17,83,2,47,1,24,76,1,6,1,41,3,7,PUNT TD
South Carolina,SEC,Missouri,SEC,400933850,4009338501,false,1,75,75,15,0,1,16,16,9,24,5,36,13,60,MISSED FG
Missouri,SEC,South Carolina,SEC,400933850,4009338502,true,1,20,80,9,24,1,74,26,5,33,3,51,14,54,FG
South Carolina,SEC,Missouri,SEC,400933850,4009338503,false,1,75,75,5,33,1,81,81,3,16,2,17,3,-6,PUNT
Missouri,SEC,South Carolina,SEC,400933850,4009338504,false,1,8,92,3,16,1,33,67,1,26,1,50,5,25,PUNT
South Carolina,SEC,Missouri,SEC,400933850,4009338505,false,1,80,80,1,26,2,68,68,13,18,3,8,6,12,PUNT
Missouri,SEC,South Carolina,SEC,400933850,4009338506,true,2,39,61,13,18,2,97,3,13,7,,11,1,61,TD
South Carolina,SEC,Missouri,SEC,400933850,4009338507,true,2,0,0,13,7,2,0,0,12,52,,15,0,0,TD
Missouri,SEC,South Carolina,SEC,400933850,4009338508,false,2,25,75,12,52,2,25,75,12,46,,6,1,0,INT
South Carolina,SEC,Missouri,SEC,400933850,4009338509,true,2,25,25,12,46,2,0,0,12,37,,9,1,25,TD
Tennessee,SEC,Indiana State,,400933851,4009338511,true,1,100,0,15,0,1,100,0,14,46,,14,0,0,TD
Indiana State,,Tennessee,SEC,400933851,4009338512,false,1,75,75,14,46,1,70,70,12,45,2,1,3,5,PUNT
Tennessee,SEC,Indiana State,,400933851,4009338513,false,1,45,55,12,45,1,50,50,11,11,1,34,3,5,PUNT
Indiana State,,Tennessee,SEC,400933851,4009338514,false,1,90,90,11,11,1,75,75,7,46,3,25,4,15,PUNT
Tennessee,SEC,Indiana State,,400933851,4009338515,true,1,19,81,7,46,1,100,0,2,49,4,57,11,81,TD
Indiana State,,Tennessee,SEC,400933851,4009338516,false,1,75,75,2,49,1,65,65,0,36,2,13,4,10,PUNT
Tennessee,SEC,Indiana State,,400933851,4009338517,false,1,6,94,0,36,2,22,78,13,20,2,16,6,16,PUNT
Indiana State,,Tennessee,SEC,400933851,4009338518,false,2,69,69,13,20,2,39,39,10,40,2,40,8,30,DOWNS
Tennessee,SEC,Indiana State,,400933851,4009338519,true,2,40,60,10,40,2,100,0,9,3,1,37,5,60,TD
Texas A&M,SEC,Nicholls,,400933852,4009338521,true,1,21,79,15,0,1,100,0,11,39,3,21,8,79,TD
Nicholls,,Texas A&M,SEC,400933852,4009338522,false,1,75,75,11,39,1,50,50,8,48,2,51,5,25,PUNT
