offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Georgia Southern,Sun Belt,LSU,SEC,401110725,4011107258,false,2,75,75,13,10,2,82,82,11,17,1,53,3,0,FUMBLE
LSU,SEC,Georgia Southern,Sun Belt,401110725,4011107259,true,2,75,25,11,17,2,100,0,9,58,1,19,4,25,TD
Ole Miss,SEC,Memphis,American Athletic,401110726,4011107261,false,1,75,75,15,0,1,74,74,14,7,,53,3,1,PUNT
Memphis,American Athletic,Ole Miss,SEC,401110726,4011107262,false,1,30,70,14,7,1,38,62,12,41,1,26,3,8,PUNT
Ole Miss,SEC,Memphis,American Athletic,401110726,4011107263,false,1,78,78,12,41,1,76,76,11,23,1,18,3,2,PUNT
Memphis,American Athletic,Ole Miss,SEC,401110726,4011107264,true,1,26,74,11,23,1,100,0,5,23,6,,13,74,TD
Ole Miss,SEC,Memphis,American Athletic,401110726,4011107265,false,1,75,75,5,23,1,87,87,3,21,2,2,3,-12,PUNT
Memphis,American Athletic,Ole Miss,SEC,401110726,4011107266,false,1,26,74,3,21,1,35,65,1,31,1,50,3,9,PUNT
Ole Miss,SEC,Memphis,American Athletic,401110726,4011107267,false,1,78,78,1,31,2,32,32,13,26,3,5,8,46,MISSED FG
Memphis,American Athletic,Ole Miss,SEC,401110726,4011107268,false,2,33,67,13,26,2,67,33,10,42,2,44,6,34,DOWNS
Ole Miss,SEC,Memphis,American Athletic,401110726,4011107269,false,2,67,67,10,42,2,51,51,9,26,1,16,4,16,PUNT
Mississippi State,SEC,Louisiana,Sun Belt,401110727,4011107271,true,1,74,74,15,0,1,0,0,12,27,2,33,6,74,TD
Louisiana,Sun Belt,Mississippi State,SEC,401110727,4011107272,false,1,22,78,12,20,1,22,78,12,13,,7,1,0,INT
Mississippi State,SEC,Louisiana,Sun Belt,401110727,4011107273,false,1,35,35,12,13,1,28,28,10,11,2,2,4,7,FUMBLE
Louisiana,Sun Belt,Mississippi State,SEC,401110727,4011107274,false,1,28,72,10,11,1,52,48,7,28,2,43,8,24,FUMBLE
Mississippi State,SEC,Louisiana,Sun Belt,401110727,4011107275,false,1,52,52,7,28,1,32,32,5,16,2,12,6,20,DOWNS
Louisiana,Sun Belt,Mississippi State,SEC,401110727,4011107276,false,1,32,68,5,16,1,39,61,4,22,,54,3,7,PUNT
Louisiana,Sun Belt,Mississippi State,SEC,401110727,4011107278,true,1,85,15,4,22,1,100,0,3,17,1,5,3,15,TD
Mississippi State,SEC,Louisiana,Sun Belt,401110727,4011107279,false,1,85,85,3,10,2,9,9,13,3,5,7,10,76,MISSED FG
Wyoming,Mountain West,Missouri,SEC,401110728,4011107281,false,1,25,75,15,0,1,29,71,13,35,1,25,3,4,PUNT
Missouri,SEC,Wyoming,Mountain West,401110728,4011107282,true,1,65,65,13,35,1,0,0,9,4,4,31,12,65,TD
Wyoming,Mountain West,Missouri,SEC,401110728,4011107283,false,1,25,75,9,4,1,34,66,7,46,1,18,3,9,PUNT
Missouri,SEC,Wyoming,Mountain West,401110728,4011107284,true,1,74,74,7,46,1,0,0,3,19,4,27,11,74,TD
Wyoming,Mountain West,Missouri,SEC,401110728,4011107285,false,1,25,75,3,19,1,35,65,1,18,2,1,4,10,PUNT
Missouri,SEC,Wyoming,Mountain West,401110728,4011107286,false,1,81,81,1,18,2,86,86,14,46,1,32,3,-5,PUNT
Wyoming,Mountain West,Missouri,SEC,401110728,4011107287,true,2,45,55,14,46,2,98,2,9,9,5,37,12,53,FG
Missouri,SEC,Wyoming,Mountain West,401110728,4011107288,true,2,75,75,9,9,2,70,70,7,54,1,15,3,5,FUMBLE TD
South Carolina,SEC,North Carolina,ACC,401110729,4011107291,true,1,73,73,15,0,1,15,15,11,30,3,30,9,58,FG
North Carolina,ACC,South Carolina,SEC,401110729,4011107292,true,1,25,75,11,30,1,95,5,5,58,5,32,11,70,FG
South Carolina,SEC,North Carolina,ACC,401110729,4011107293,true,1,75,75,5,58,1,0,0,3,9,2,49,7,75,TD
North Carolina,ACC,South Carolina,SEC,401110729,4011107294,false,1,15,85,3,9,1,21,79,1,31,1,38,3,6,PUNT
South Carolina,SEC,North Carolina,ACC,401110729,4011107295,false,1,36,36,1,31,2,36,36,14,55,1,36,4,0,MISSED FG
North Carolina,ACC,South Carolina,SEC,401110729,4011107296,false,2,36,64,14,55,2,70,30,10,56,3,59,10,34,MISSED FG
South Carolina,SEC,North Carolina,ACC,401110729,4011107297,true,2,89,89,10,56,2,22,22,7,24,3,32,9,48,FG
North Carolina,ACC,South Carolina,SEC,401110729,4011107298,true,2,25,75,7,24,2,93,7,1,50,5,34,11,68,FG
South Carolina,SEC,North Carolina,ACC,401110729,4011107299,false,2,75,75,1,50,2,66,66,0,39,1,11,3,9,PUNT
Tennessee,SEC,Georgia State,Sun Belt,401110730,4011107301,false,1,25,75,15,0,1,23,77,14,45,,15,2,-2,FUMBLE
Georgia State,Sun Belt,Tennessee,SEC,401110730,4011107302,true,1,23,23,14,45,1,0,0,12,0,2,45,6,23,TD
Tennessee,SEC,Georgia State,Sun Belt,401110730,4011107303,true,1,22,78,11,55,1,100,0,4,13,7,42,16,78,TD
Georgia State,Sun Belt,Tennessee,SEC,401110730,4011107304,false,1,75,75,4,13,1,88,88,2,7,2,6,3,-13,PUNT
Tennessee,SEC,Georgia State,Sun Belt,401110730,4011107305,true,1,54,46,2,7,1,100,0,0,9,1,58,5,46,TD
Georgia State,Sun Belt,Tennessee,SEC,401110730,4011107306,false,1,75,75,0,9,2,46,46,13,51,1,18,6,29,PUNT
Tennessee,SEC,Georgia State,Sun Belt,401110730,4011107307,false,2,14,86,13,51,2,34,66,9,43,4,8,6,20,PUNT
Georgia State,Sun Belt,Tennessee,SEC,401110730,4011107308,true,2,81,81,9,43,2,0,0,3,11,6,32,16,81,TD
Tennessee,SEC,Georgia State,Sun Belt,401110730,4011107309,true,2,25,75,3,11,2,98,2,15,0,3,11,12,73,FG
Texas A&M,SEC,Texas State,Sun Belt,401110731,4011107311,false,1,20,80,15,0,1,41,59,12,56,2,4,4,21,PUNT
Texas State,Sun Belt,Texas A&M,SEC,401110731,4011107312,false,1,82,82,12,56,1,76,76,11,55,1,1,3,6,PUNT
Texas A&M,SEC,Texas State,Sun Belt,401110731,4011107313,true,1,28,72,11,55,1,100,0,7,44,4,11,9,72,TD
Texas State,Sun Belt,Texas A&M,SEC,401110731,4011107314,false,1,75,75,7,44,1,63,63,5,10,2,34,6,12,INT
Texas A&M,SEC,Texas State,Sun Belt,401110731,4011107315,true,1,58,42,5,10,1,100,0,2,16,2,54,6,42,TD
Texas State,Sun Belt,Texas A&M,SEC,401110731,4011107316,false,1,75,75,2,16,1,74,74,0,19,1,57,3,1,PUNT
Texas A&M,SEC,Texas State,Sun Belt,401110731,4011107317,false,1,45,55,0,19,2,61,39,11,53,3,26,6,16,PUNT
Texas State,Sun Belt,Texas A&M,SEC,401110731,4011107318,false,2,90,90,11,53,2,95,95,10,6,1,47,3,-5,PUNT
Texas A&M,SEC,Texas State,Sun Belt,401110731,4011107319,true,2,60,40,10,6,2,100,0,7,25,2,41,5,40,TD
Georgia,SEC,Vanderbilt,SEC,401110732,4011107321,true,1,75,75,15,0,1,0,0,11,1,3,59,8,75,TD
Vanderbilt,SEC,Georgia,SEC,401110732,4011107322,false,1,25,75,11,1,1,41,59,6,30,4,31,6,16,PUNT
Georgia,SEC,Vanderbilt,SEC,401110732,4011107323,true,1,89,89,6,30,1,0,0,0,56,5,34,10,89,TD
Vanderbilt,SEC,Georgia,SEC,401110732,4011107324,false,1,25,75,0,56,2,43,57,12,4,3,52,8,18,PUNT
Georgia,SEC,Vanderbilt,SEC,401110732,4011107325,true,2,80,80,12,4,2,0,0,8,1,4,3,7,80,TD
Vanderbilt,SEC,Georgia,SEC,401110732,4011107326,true,2,20,80,8,1,2,93,7,2,25,5,36,12,73,FG
Georgia,SEC,Vanderbilt,SEC,401110732,4011107327,false,2,78,78,2,25,2,65,65,1,6,1,19,5,13,PUNT
Vanderbilt,SEC,Georgia,SEC,401110732,4011107328,true,2,20,80,1,6,2,71,29,0,0,1,6,7,52,DOWNS
Georgia,SEC,Vanderbilt,SEC,401110732,4011107329,false,2,71,71,0,4,2,71,71,0,0,,4,0,0,Uncategorized
Alabama,SEC,New Mexico State,FBS Independents,401110773,4011107731,true,1,25,75,15,0,1,100,0,14,47,,13,1,75,TD
New Mexico State,FBS Independents,Alabama,SEC,401110773,4011107732,false,1,75,75,14,47,1,73,73,13,12,1,35,3,2,PUNT
Alabama,SEC,New Mexico State,FBS Independents,401110773,4011107733,true,1,11,89,13,12,1,100,0,9,8,4,4,11,89,TD
New Mexico State,FBS Independents,Alabama,SEC,401110773,4011107734,false,1,75,75,9,8,1,56,56,6,13,2,55,5,19,PUNT
Alabama,SEC,New Mexico State,FBS Independents,401110773,4011107735,false,1,21,79,6,13,1,27,73,4,48,1,25,3,6,PUNT
New Mexico State,FBS Independents,Alabama,SEC,401110773,4011107736,false,1,64,64,4,48,1,67,67,3,29,1,19,3,-3,PUNT
Alabama,SEC,New Mexico State,FBS Independents,401110773,4011107737,false,1,12,88,3,29,1,19,81,2,29,1,,3,7,PUNT
New Mexico State,FBS Independents,Alabama,SEC,401110773,4011107738,false,1,55,55,2,29,1,55,55,2,12,,17,2,5,FUMBLE
Alabama,SEC,New Mexico State,FBS Independents,401110773,4011107739,true,1,50,50,2,12,1,100,0,0,0,2,12,6,50,TD
Auburn,SEC,Tulane,American Athletic,401110774,4011107741,false,1,25,75,15,0,1,33,67,13,30,1,30,3,8,PUNT
Tulane,American Athletic,Auburn,SEC,401110774,4011107742,true,1,75,75,13,30,1,27,27,10,13,3,17,9,48,FG
Auburn,SEC,Tulane,American Athletic,401110774,4011107743,false,1,25,75,10,13,1,57,43,8,2,2,11,7,33,FUMBLE
Tulane,American Athletic,Auburn,SEC,401110774,4011107744,false,1,58,58,8,2,1,54,54,5,47,2,15,3,4,PUNT
Auburn,SEC,Tulane,American Athletic,401110774,4011107745,false,1,29,71,5,47,1,28,72,3,58,1,49,3,-1,PUNT
Tulane,American Athletic,Auburn,SEC,401110774,4011107746,false,1,70,70,3,58,1,76,76,1,57,2,1,3,-6,PUNT
Auburn,SEC,Tulane,American Athletic,401110774,4011107747,false,1,39,61,1,57,1,40,60,0,20,1,37,3,1,FUMBLE
Tulane,American Athletic,Auburn,SEC,401110774,4011107748,false,1,51,51,0,20,2,58,58,14,42,,38,4,-7,PUNT
Auburn,SEC,Tulane,American Athletic,401110774,4011107749,true,2,34,66,14,42,2,100,0,12,54,1,48,5,66,TD
UT Martin,,Florida,SEC,401110775,4011107751,false,1,75,75,15,0,1,80,80,12,46,2,14,3,-5,PUNT
Florida,SEC,UT Martin,,401110775,4011107752,true,1,48,52,12,46,1,85,15,8,45,4,1,9,37,FG
UT Martin,,Florida,SEC,401110775,4011107753,false,1,91,91,8,45,1,57,57,3,8,5,37,8,34,PUNT
Florida,SEC,UT Martin,,401110775,4011107754,false,1,17,83,3,8,2,52,48,14,24,3,44,7,36,DOWNS
UT Martin,,Florida,SEC,401110775,4011107755,false,2,53,53,14,24,2,49,49,10,50,3,34,6,4,PUNT
Florida,SEC,UT Martin,,401110775,4011107756,true,2,8,92,10,50,2,100,0,8,35,2,15,5,92,TD
UT Martin,,Florida,SEC,401110775,4011107757,false,2,75,75,8,35,2,70,70,6,51,1,44,3,5,PUNT
Florida,SEC,UT Martin,,401110775,4011107758,true,2,45,55,6,51,2,100,0,5,0,1,51,4,55,TD
UT Martin,,Florida,SEC,401110775,4011107759,false,2,75,75,5,0,2,45,45,1,17,3,43,8,30,PUNT
Georgia,SEC,Murray State,,401110776,4011107761,true,1,44,56,15,0,1,100,0,13,37,1,23,4,56,TD
Murray State,,Georgia,SEC,401110776,4011107762,false,1,75,75,13,37,1,65,65,10,47,2,50,6,10,PUNT
Georgia,SEC,Murray State,,401110776,4011107763,false,1,22,78,10,47,1,33,67,8,2,2,45,5,11,PUNT
Murray State,,Georgia,SEC,401110776,4011107764,true,1,72,72,8,2,1,0,0,6,36,1,26,3,72,TD
Georgia,SEC,Murray State,,401110776,4011107765,false,1,38,62,6,36,1,60,40,4,44,1,52,4,30,FUMBLE
Murray State,,Georgia,SEC,401110776,4011107766,false,1,60,60,4,44,1,50,50,2,2,2,42,4,10,PUNT
Georgia,SEC,Murray State,,401110776,4011107767,true,1,22,78,2,2,2,100,0,14,24,2,38,7,78,TD
Murray State,,Georgia,SEC,401110776,4011107768,true,2,75,75,14,24,2,74,74,13,51,,33,2,-11,FUMBLE TD
Murray State,,Georgia,SEC,401110776,4011107769,false,2,93,93,13,51,2,99,99,11,25,2,26,6,-6,PUNT
Kentucky,SEC,Eastern Michigan,Mid-American,401110777,4011107771,false,1,25,75,15,0,1,57,43,10,14,4,46,10,32,PUNT
Eastern Michigan,Mid-American,Kentucky,SEC,401110777,4011107772,false,1,92,92,10,14,1,94,94,8,9,2,5,3,-2,PUNT
Kentucky,SEC,Eastern Michigan,Mid-American,401110777,4011107773,true,1,74,26,8,9,1,100,0,6,56,1,13,3,26,TD
Eastern Michigan,Mid-American,Kentucky,SEC,401110777,4011107774,false,1,75,75,6,56,1,58,58,4,19,2,37,5,17,PUNT
Kentucky,SEC,Eastern Michigan,Mid-American,401110777,4011107775,true,1,10,90,4,19,1,100,0,2,9,2,10,6,90,TD
Eastern Michigan,Mid-American,Kentucky,SEC,401110777,4011107776,false,1,75,75,2,9,1,69,69,0,0,2,9,4,6,PUNT
Kentucky,SEC,Eastern Michigan,Mid-American,401110777,4011107777,false,2,30,70,15,0,2,99,1,9,12,5,48,13,69,FUMBLE
Eastern Michigan,Mid-American,Kentucky,SEC,401110777,4011107778,false,2,99,99,9,12,2,99,99,8,20,,52,2,0,INT
Kentucky,SEC,Eastern Michigan,Mid-American,401110777,4011107779,true,2,89,11,8,20,2,78,22,7,43,,37,4,-11,FG
Texas,Big 12,LSU,SEC,401110778,4011107781,false,1,25,75,15,0,1,52,48,13,2,1,58,4,27,PUNT
LSU,SEC,Texas,Big 12,401110778,4011107782,true,1,89,89,13,2,1,18,18,8,4,4,58,11,71,FG
Texas,Big 12,LSU,SEC,401110778,4011107783,false,1,25,75,8,4,1,98,2,5,4,3,,8,73,DOWNS
LSU,SEC,Texas,Big 12,401110778,4011107784,false,1,98,98,5,4,1,96,96,4,6,,58,3,1,INT
Texas,Big 12,LSU,SEC,401110778,4011107785,false,1,96,4,4,6,1,99,1,2,20,1,46,4,1,DOWNS
LSU,SEC,Texas,Big 12,401110778,4011107786,false,1,97,97,2,20,2,64,64,12,50,4,30,8,33,PUNT
Texas,Big 12,LSU,SEC,401110778,4011107787,true,2,22,78,12,50,2,100,0,10,29,2,21,8,78,TD
LSU,SEC,Texas,Big 12,401110778,4011107788,true,2,75,75,10,29,2,0,0,7,30,2,59,8,75,TD
Texas,Big 12,LSU,SEC,401110778,4011107789,false,2,25,75,7,30,2,60,40,4,35,2,55,6,35,PUNT
Ole Miss,SEC,Arkansas,SEC,401110779,4011107791,false,1,25,75,15,0,1,32,68,14,21,,39,3,7,PUNT
Arkansas,SEC,Ole Miss,SEC,401110779,4011107792,false,1,69,69,14,21,1,66,66,13,16,1,5,3,3,PUNT
Ole Miss,SEC,Arkansas,SEC,401110779,4011107793,true,1,15,85,13,16,1,100,0,8,41,4,35,13,85,TD
Arkansas,SEC,Ole Miss,SEC,401110779,4011107794,false,1,81,81,8,34,1,48,48,4,46,3,48,8,33,PUNT
Ole Miss,SEC,Arkansas,SEC,401110779,4011107795,false,1,24,76,4,46,1,62,38,2,8,2,38,7,38,DOWNS
Arkansas,SEC,Ole Miss,SEC,401110779,4011107796,false,1,62,62,2,8,2,50,50,14,2,3,6,6,12,PUNT
Ole Miss,SEC,Arkansas,SEC,401110779,4011107797,false,2,15,85,14,2,2,38,62,11,30,2,32,6,23,PUNT
Arkansas,SEC,Ole Miss,SEC,401110779,4011107798,true,2,55,55,11,30,2,19,19,8,19,3,11,7,36,FG
Ole Miss,SEC,Arkansas,SEC,401110779,4011107799,false,2,25,75,8,19,2,42,58,6,34,1,45,5,17,PUNT
Southern Mississippi,Conference USA,Mississippi State,SEC,401110780,4011107801,false,1,73,73,15,0,1,55,55,11,45,3,15,6,18,PUNT
Mississippi State,SEC,Southern Mississippi,Conference USA,401110780,4011107802,true,1,39,61,11,45,1,100,0,9,36,2,9,5,61,TD
Southern Mississippi,Conference USA,Mississippi State,SEC,401110780,4011107803,false,1,75,75,9,36,1,19,19,4,50,4,46,10,56,MISSED FG
Mississippi State,SEC,Southern Mississippi,Conference USA,401110780,4011107804,true,1,20,80,4,50,2,100,0,14,55,4,55,9,80,TD
Southern Mississippi,Conference USA,Mississippi State,SEC,401110780,4011107805,false,2,75,75,14,55,2,42,42,10,39,4,16,8,33,FUMBLE
Mississippi State,SEC,Southern Mississippi,Conference USA,401110780,4011107806,false,2,42,58,10,39,2,50,50,8,50,1,49,3,8,PUNT
Southern Mississippi,Conference USA,Mississippi State,SEC,401110780,4011107807,false,2,92,92,8,50,2,79,79,6,27,2,23,5,13,PUNT
Mississippi State,SEC,Southern Mississippi,Conference USA,401110780,4011107808,false,2,50,50,6,27,2,37,63,4,54,1,33,3,-13,PUNT
Southern Mississippi,Conference USA,Mississippi State,SEC,401110780,4011107809,false,2,96,96,4,54,2,91,91,2,37,2,17,3,5,PUNT
Missouri,SEC,West Virginia,Big 12,401110781,4011107811,false,1,42,58,15,0,1,37,63,12,10,2,50,5,-5,PUNT
West Virginia,Big 12,Missouri,SEC,401110781,4011107812,false,1,88,88,12,10,1,81,81,11,20,,50,3,7,PUNT
Missouri,SEC,West Virginia,Big 12,401110781,4011107813,true,1,40,60,11,20,1,74,26,8,34,2,46,9,34,FG
West Virginia,Big 12,Missouri,SEC,401110781,4011107814,false,1,75,75,8,34,1,32,32,5,27,3,7,7,43,INT
Missouri,SEC,West Virginia,Big 12,401110781,4011107815,true,1,28,72,5,27,1,100,0,4,47,,40,3,72,TD
West Virginia,Big 12,Missouri,SEC,401110781,4011107816,false,1,75,75,4,47,1,60,60,1,55,2,52,6,15,INT
Missouri,SEC,West Virginia,Big 12,401110781,4011107817,true,1,41,59,1,55,2,100,0,13,2,3,53,11,59,TD
West Virginia,Big 12,Missouri,SEC,401110781,4011107818,false,2,70,70,13,2,2,28,28,10,20,2,42,7,42,MISSED FG
Missouri,SEC,West Virginia,Big 12,401110781,4011107819,true,2,28,72,10,20,2,100,0,5,36,4,44,12,72,TD
South Carolina,SEC,Charleston Southern,,401110782,4011107821,true,1,30,70,15,0,1,100,0,11,29,3,31,9,70,TD
Charleston Southern,,South Carolina,SEC,401110782,4011107822,false,1,70,70,11,29,1,76,76,9,34,1,55,3,-6,PUNT
South Carolina,SEC,Charleston Southern,,401110782,4011107823,false,1,50,50,9,34,1,60,40,9,20,,14,1,10,FUMBLE
Charleston Southern,,South Carolina,SEC,401110782,4011107824,false,1,60,60,9,20,1,54,54,7,47,1,33,3,6,PUNT
South Carolina,SEC,Charleston Southern,,401110782,4011107825,true,1,20,80,7,47,1,100,0,5,58,1,49,6,80,TD
Charleston Southern,,South Carolina,SEC,401110782,4011107826,true,1,88,88,5,58,1,24,24,2,47,3,11,8,64,FG
South Carolina,SEC,Charleston Southern,,401110782,4011107827,true,1,32,68,2,47,1,100,0,0,6,2,41,6,68,TD
Charleston Southern,,South Carolina,SEC,401110782,4011107828,false,1,75,75,0,6,2,76,76,14,41,,25,3,-1,PUNT
South Carolina,SEC,Charleston Southern,,401110782,4011107829,true,2,39,61,14,41,2,100,0,12,13,2,28,8,61,TD
BYU,FBS Independents,Tennessee,SEC,401110783,4011107831,false,1,75,75,15,0,1,48,48,12,8,2,52,7,27,PUNT
Tennessee,SEC,BYU,FBS Independents,401110783,4011107832,true,1,20,80,12,8,1,100,0,4,53,7,15,15,80,TD
BYU,FBS Independents,Tennessee,SEC,401110783,4011107833,true,1,75,75,4,53,1,14,14,0,19,4,34,10,61,FG
Tennessee,SEC,BYU,FBS Independents,401110783,4011107834,false,1,21,79,0,19,2,81,19,13,29,1,50,5,60,DOWNS
BYU,FBS Independents,Tennessee,SEC,401110783,4011107835,false,2,81,81,13,29,2,92,92,11,27,2,2,3,-11,PUNT
Tennessee,SEC,BYU,FBS Independents,401110783,4011107836,true,2,38,62,11,27,2,67,33,6,22,5,5,9,29,FG
BYU,FBS Independents,Tennessee,SEC,401110783,4011107837,false,2,75,75,6,22,2,47,47,1,48,4,34,8,28,PUNT
Tennessee,SEC,BYU,FBS Independents,401110783,4011107838,true,2,14,86,1,48,2,78,22,0,21,1,27,6,64,FG
BYU,FBS Independents,Tennessee,SEC,401110783,4011107839,false,2,75,75,0,21,2,71,71,0,0,,21,1,4,END OF HALF
Texas A&M,SEC,Clemson,ACC,401110784,4011107841,false,1,75,75,15,0,1,75,75,14,7,,53,3,0,PUNT
