"","Team","Team.Conference","Gender","Goals.For","Goals.Against","Total.Wins","Total.Losses","Total.Ties","Total.Games","Total.Shut.Out","Total.Shut.Outs","Plus.Minus","Pct.Won","Plus.Minus.Rank","Opp.Wins","Opp.Losses","Opp.Ties","Opp.Goals.For","Opp.Goals.Against","Opp.Pct.Won","Conference.Pct.Won","Rank.Pct.Won","United.Soccer.Coaches.Ranking"
"1","Abilene Christian","Southland","W",45,27,12,5,2,19,2,6,18,0.631578947368421,23,58,116,10,231,351,0.315217391304348,0.423076923076923,21,0
"2","Air Force","Mountain West","W",36,26,10,7,1,18,1,6,10,0.555555555555556,31,86,86,26,262,265,0.434343434343434,0.478632478632479,10,0
"3","Air Force","Western Athletic","M",35,34,8,10,1,19,4,1,1,0.421052631578947,35,47,84,11,166,250,0.330985915492958,0.401785714285714,17,0
"4","Akron","Mid-American","M",21,23,6,10,2,18,5,4,-2,0.333333333333333,38,35,44,13,119,130,0.380434782608696,0.482456140350877,9,0
"5","Akron","Mid-American","W",22,22,8,10,2,20,5,6,0,0.4,41,47,87,15,156,265,0.315436241610738,0.419491525423729,22,0
"6","Alabama","SEC","W",37,26,10,7,3,20,3,4,11,0.5,30,88,89,21,313,318,0.444444444444444,0.508896797153025,4,0
"7","Alabama A&M","Southwestern Athletic","W",28,38,9,9,1,19,5,3,-10,0.473684210526316,51,36,83,2,141,332,0.297520661157025,0.372549019607843,28,0
"8","Alabama State","Southwestern Athletic","W",25,55,5,15,0,20,6,3,-30,0.25,69,14,53,2,63,234,0.202898550724638,0.372549019607843,28,0
"9","Albany","America East","M",29,20,9,7,1,17,4,3,9,0.529411764705882,27,74,54,16,242,175,0.513888888888889,0.496551724137931,5,0
"10","Albany","America East","W",27,23,9,6,3,18,3,4,4,0.5,37,41,82,13,147,211,0.301470588235294,0.424050632911392,20,0
"11","Alcorn State","Southwestern Athletic","W",12,91,1,15,0,16,12,0,-79,0.0625,78,1,14,1,14,56,0.0625,0.372549019607843,28,0
"12","American","Patriot League","M",10,28,3,11,2,16,7,2,-18,0.1875,54,17,29,9,68,98,0.309090909090909,0.401197604790419,18,0
"13","American","Patriot League","W",19,26,6,8,4,18,3,5,-7,0.333333333333333,48,21,70,14,75,175,0.2,0.374331550802139,27,0
"14","Appalachian State","Sun Belt","M",26,22,11,7,1,19,5,8,4,0.578947368421053,32,68,96,16,247,297,0.377777777777778,0.482456140350877,9,0
"15","Appalachian State","Sun Belt","W",23,23,5,10,3,18,6,3,0,0.277777777777778,41,23,64,3,75,198,0.255555555555556,0.431279620853081,19,0
"16","Arizona","Pacific 12","W",41,29,12,7,1,20,3,9,12,0.6,29,94,94,35,313,308,0.42152466367713,0.590733590733591,1,0
"17","Arizona State","Pacific 12","W",33,32,6,11,3,20,4,2,1,0.3,40,34,57,20,127,198,0.306306306306306,0.590733590733591,1,0
"18","Arkansas","SEC","W",62,11,17,4,2,23,3,13,51,0.739130434782609,5,181,114,32,591,426,0.553516819571865,0.508896797153025,4,12
"19","Arkansas Pine Bluff","Southwestern Athletic","W",18,45,5,12,0,17,9,2,-27,0.294117647058824,66,7,44,1,51,202,0.134615384615385,0.372549019607843,28,0
"20","Arkansas State","Sun Belt","W",25,20,10,6,4,20,2,6,5,0.5,36,50,82,16,169,273,0.337837837837838,0.431279620853081,19,0
"21","Army","Patriot League","M",18,24,5,7,4,16,5,1,-6,0.3125,42,21,46,2,84,140,0.304347826086957,0.401197604790419,18,0
"22","Army","Patriot League","W",24,19,9,7,4,20,5,5,5,0.45,36,55,75,33,160,211,0.337423312883436,0.374331550802139,27,0
"23","Auburn","SEC","W",26,29,7,10,2,19,5,5,-3,0.368421052631579,44,42,50,18,142,168,0.381818181818182,0.508896797153025,4,0
"24","Austin Peay","Ohio Valley","W",16,27,4,10,4,18,7,2,-11,0.222222222222222,52,14,50,7,55,138,0.197183098591549,0.359223300970874,29,0
"25","Ball State","Mid-American","W",34,17,15,5,0,20,4,8,17,0.75,24,109,133,28,355,391,0.403703703703704,0.419491525423729,22,0
"26","Baylor","Big 12","W",27,26,8,8,3,19,5,5,1,0.421052631578947,40,69,75,16,213,222,0.43125,0.495238095238095,5,0
"27","Belmont","Ohio Valley","W",24,33,8,9,5,22,6,4,-9,0.363636363636364,50,39,68,21,164,216,0.3046875,0.359223300970874,29,0
"28","Belmont","Southern","M",27,33,5,12,2,19,5,3,-6,0.263157894736842,42,14,37,3,53,109,0.259259259259259,0.392307692307692,21,0
"29","Binghamton","America East","M",18,29,6,9,3,18,6,2,-11,0.333333333333333,47,43,49,13,137,148,0.40952380952381,0.496551724137931,5,0
"30","Binghamton","America East","W",24,20,10,6,2,18,4,7,4,0.555555555555556,37,40,96,23,151,254,0.251572327044025,0.424050632911392,20,0
"31","Boise State","Mountain West","W",46,17,18,5,0,23,3,13,29,0.782608695652174,13,106,166,33,340,487,0.347540983606557,0.478632478632479,10,0
"32","Boston College","Atlantic Coast","M",26,21,9,6,3,18,3,5,5,0.5,31,76,59,18,255,214,0.496732026143791,0.5625,1,0
"33","Boston College","Atlantic Coast","W",33,31,8,8,2,18,2,5,2,0.444444444444444,39,58,70,16,211,214,0.402777777777778,0.546099290780142,3,0
"34","Boston University","Patriot League","W",13,25,5,12,2,19,8,4,-12,0.263157894736842,53,41,40,15,125,113,0.427083333333333,0.374331550802139,27,0
"35","Bowling Green","Mid-American","M",31,17,13,7,1,21,4,11,14,0.619047619047619,22,61,116,20,221,364,0.309644670050761,0.482456140350877,9,0
"36","Bowling Green","Mid-American","W",47,28,14,7,3,24,3,5,19,0.583333333333333,22,71,115,21,248,320,0.342995169082126,0.419491525423729,22,0
"37","Bradley","Missouri Valley","M",17,22,8,7,4,19,4,5,-5,0.421052631578947,41,23,60,7,98,178,0.255555555555556,0.451327433628319,10,0
"38","Brown","Ivy League","M",15,21,4,9,4,17,6,3,-6,0.235294117647059,42,20,42,5,67,136,0.298507462686567,0.413533834586466,14,0
"39","Brown","Ivy League","W",32,8,14,2,3,19,2,11,24,0.736842105263158,17,112,104,30,357,330,0.455284552845528,0.575757575757576,2,23
"40","Bryant","Northeast","M",22,25,8,8,0,16,5,4,-3,0.5,39,37,85,15,145,264,0.27007299270073,0.401197604790419,18,0
"41","Bryant","Northeast","W",23,14,9,4,4,17,4,6,9,0.529411764705882,32,45,101,15,167,298,0.279503105590062,0.341584158415842,30,0
"42","Bucknell","Patriot League","M",24,19,6,7,7,20,4,3,5,0.3,31,33,48,5,112,164,0.383720930232558,0.401197604790419,18,0
"43","Bucknell","Patriot League","W",14,25,5,11,2,18,6,2,-11,0.277777777777778,52,27,50,14,87,130,0.296703296703297,0.374331550802139,27,0
"44","Buffalo","Mid-American","W",33,22,9,8,3,20,3,5,11,0.45,30,61,96,12,214,291,0.36094674556213,0.419491525423729,22,0
"45","Butler","Big East","M",31,27,11,7,2,20,2,6,4,0.55,32,89,93,20,265,248,0.440594059405941,0.547368421052632,2,0
"46","Butler","Big East","W",30,16,10,5,4,19,1,7,14,0.526315789473684,27,60,90,13,195,261,0.368098159509202,0.453125,14,0
"47","BYU","West Coast","W",81,15,21,1,1,23,0,14,66,0.91304347826087,2,183,185,47,596,616,0.440963855421687,0.489795918367347,8,5
"48","Cal Poly","Big West","M",19,20,7,9,1,17,7,4,-1,0.411764705882353,37,30,33,10,97,108,0.410958904109589,0.483870967741935,7,0
"49","Cal Poly","Big West","W",21,30,6,10,3,19,7,2,-9,0.315789473684211,50,39,65,12,141,198,0.336206896551724,0.376470588235294,26,0
"50","Cal State Fullerton","Big West","M",27,25,12,7,1,20,5,5,2,0.6,34,89,90,26,278,291,0.434146341463415,0.483870967741935,7,0
"51","Cal State Fullerton","Big West","W",43,22,14,3,4,21,0,10,21,0.666666666666667,20,72,144,31,246,418,0.291497975708502,0.376470588235294,26,0
"52","California","Pacific 12","M",28,21,8,7,3,18,4,6,7,0.444444444444444,29,40,41,12,114,121,0.43010752688172,0.504424778761062,4,0
"53","California","Pacific 12","W",32,15,13,5,3,21,5,9,17,0.619047619047619,24,103,101,32,322,333,0.436440677966102,0.590733590733591,1,0
"54","California Baptist","Western Athletic","W",36,18,13,5,1,19,3,9,18,0.684210526315789,23,69,151,27,240,444,0.279352226720648,0.418994413407821,23,0
"55","Campbell","Big South","M",59,17,17,3,2,22,3,10,42,0.772727272727273,4,103,149,22,371,482,0.375912408759124,0.419161676646707,13,24
"56","Campbell","Big South","W",48,20,13,4,2,19,1,9,28,0.684210526315789,14,56,129,13,189,383,0.282828282828283,0.440860215053763,15,0
"57","Canisius","Metro Athletic Conference","W",14,22,7,8,2,17,5,6,-8,0.411764705882353,49,28,86,9,99,240,0.227642276422764,0.416666666666667,24,0
"58","Canisius","Metro Atlantic Athletic Conference","M",16,51,2,15,0,17,6,1,-35,0.117647058823529,63,11,21,4,36,62,0.305555555555556,0.404040404040404,16,0
"59","Central Arkansas","Southland","W",28,40,5,12,1,18,4,4,-12,0.277777777777778,53,22,64,6,93,198,0.239130434782609,0.423076923076923,21,0
"60","Central Arkansas","Sun Belt","M",37,19,10,7,1,18,6,4,18,0.555555555555556,18,68,75,10,228,259,0.444444444444444,0.482456140350877,9,0
"61","Central Connecticut","Northeast","M",13,56,1,13,1,15,6,0,-43,0.0666666666666667,66,2,11,3,11,38,0.125,0.401197604790419,18,0
"62","Central Connecticut","Northeast","W",44,18,13,5,4,22,3,8,26,0.590909090909091,15,74,122,22,241,362,0.339449541284404,0.341584158415842,30,0
"63","Central Michigan","Mid-American","W",20,19,7,6,4,17,2,4,1,0.411764705882353,40,49,72,9,151,204,0.376923076923077,0.419491525423729,22,0
"64","Charleston Southern","Big South","W",30,31,7,10,2,19,7,3,-1,0.368421052631579,42,22,89,7,95,280,0.186440677966102,0.440860215053763,15,0
"65","Charlotte","Conference USA","M",30,14,12,4,4,20,3,5,16,0.6,20,97,101,20,328,352,0.444954128440367,0.482993197278912,8,21
"66","Charlotte","Conference USA","W",40,24,13,6,0,19,4,5,16,0.684210526315789,25,89,111,21,333,346,0.402714932126697,0.49063670411985,7,0
"67","Chicago State","Western Athletic","W",6,73,0,19,0,19,13,0,-67,0,77,NA,NA,NA,NA,NA,NA,0.418994413407821,23,0
"68","Cincinnati","American Athletic","M",23,40,5,11,1,17,5,2,-17,0.294117647058824,53,35,46,5,114,136,0.406976744186047,0.520547945205479,3,0
"69","Cincinnati","American Athletic","W",16,22,7,9,3,19,7,5,-6,0.368421052631579,47,48,50,15,161,147,0.424778761061947,0.481865284974093,9,0
"70","Clemson","Atlantic Coast","M",70,21,18,2,2,22,0,9,49,0.818181818181818,1,144,145,34,468,467,0.445820433436532,0.5625,1,5
"71","Clemson","Atlantic Coast","W",33,25,11,7,2,20,3,6,8,0.55,33,93,86,31,271,256,0.442857142857143,0.546099290780142,3,0
"72","Cleveland State","Horizon League","M",23,17,7,7,1,15,4,4,6,0.466666666666667,30,46,66,14,156,205,0.365079365079365,0.43030303030303,12,0
"73","Cleveland State","Horizon League","W",17,24,6,8,3,17,6,4,-7,0.352941176470588,48,39,61,8,127,162,0.361111111111111,0.467391304347826,11,0
"74","Coastal Carolina","Sun Belt","M",29,24,10,8,3,21,6,4,5,0.476190476190476,31,73,74,16,236,240,0.447852760736196,0.482456140350877,9,0
"75","Coastal Carolina","Sun Belt","W",21,30,7,9,2,18,6,3,-9,0.388888888888889,50,40,56,17,139,175,0.353982300884956,0.431279620853081,19,0
"76","Colgate","Patriot League","M",16,23,6,9,4,19,4,4,-7,0.315789473684211,43,37,55,10,125,167,0.362745098039216,0.401197604790419,18,0
"77","Colgate","Patriot League","W",13,22,5,9,4,18,6,4,-9,0.277777777777778,50,19,39,11,54,98,0.27536231884058,0.374331550802139,27,0
"78","College of Charleston","Colonial Athletic Association","M",11,32,2,12,2,16,6,2,-21,0.125,57,12,22,3,46,65,0.324324324324324,0.4,19,0
"79","College of Charleston","Colonial Athletic Association","W",17,25,8,10,0,18,7,5,-8,0.444444444444444,49,50,79,10,198,241,0.359712230215827,0.463541666666667,12,0
"80","Colorado","Pacific 12","W",36,27,12,8,2,22,4,8,9,0.545454545454545,32,93,97,28,293,288,0.426605504587156,0.590733590733591,1,0
"81","Colorado College","Mountain West","W",27,20,10,7,0,17,5,6,7,0.588235294117647,34,84,89,18,238,270,0.43979057591623,0.478632478632479,10,0
"82","Colorado State","Mountain West","W",26,15,12,5,3,20,3,8,11,0.6,30,74,99,19,235,261,0.385416666666667,0.478632478632479,10,0
"83","Columbia","Ivy League","M",23,32,5,8,4,17,3,2,-9,0.294117647058824,45,19,57,11,88,155,0.218390804597701,0.413533834586466,14,0
"84","Columbia","Ivy League","W",25,15,9,3,4,16,3,5,10,0.5625,31,60,78,21,167,212,0.377358490566038,0.575757575757576,2,0
"85","Connecticut","American Athletic","M",25,30,5,12,1,18,5,3,-5,0.277777777777778,41,36,43,9,126,144,0.409090909090909,0.520547945205479,3,0
"86","Connecticut","American Athletic","W",18,24,6,8,3,17,5,2,-6,0.352941176470588,47,43,59,12,152,176,0.37719298245614,0.481865284974093,9,0
"87","Cornell","Ivy League","M",32,20,10,5,2,17,1,7,12,0.588235294117647,24,46,104,28,196,302,0.258426966292135,0.413533834586466,14,0
"88","Cornell","Ivy League","W",10,25,4,10,1,15,8,3,-15,0.266666666666667,55,23,43,9,68,121,0.306666666666667,0.575757575757576,2,0
"89","Creighton","Big East","M",22,22,8,7,2,17,5,3,0,0.470588235294118,36,41,63,17,138,179,0.338842975206612,0.547368421052632,2,0
"90","Creighton","Big East","W",25,21,8,7,3,18,4,4,4,0.444444444444444,37,60,78,18,179,224,0.384615384615385,0.453125,14,0
"91","CSU Bakersfield","Western Athletic","M",52,54,14,22,2,38,11,8,-2,0.368421052631579,38,47,92,8,183,270,0.319727891156463,0.401785714285714,17,0
"92","CSU Bakersfield","Western Athletic","W",27,27,9,9,2,20,6,3,0,0.45,41,52,108,14,181,321,0.298850574712644,0.418994413407821,23,0
"93","CSUN","Big West","M",30,29,8,8,3,19,5,3,1,0.421052631578947,35,62,60,12,186,181,0.462686567164179,0.483870967741935,7,0
"94","CSUN","Big West","W",25,20,12,7,3,22,4,10,5,0.545454545454545,36,61,125,20,215,355,0.296116504854369,0.376470588235294,26,0
"95","Dartmouth","Ivy League","M",23,23,6,8,2,16,3,3,0,0.375,36,32,57,12,106,154,0.316831683168317,0.413533834586466,14,0
"96","Dartmouth","Ivy League","W",37,13,10,6,1,17,4,8,24,0.588235294117647,17,55,103,17,174,303,0.314285714285714,0.575757575757576,2,0
"97","Davidson","Atlantic 10","M",17,31,3,11,2,16,6,2,-14,0.1875,50,20,29,1,58,71,0.4,0.41025641025641,15,0
"98","Davidson","Atlantic 10","W",21,20,8,8,3,19,4,7,1,0.421052631578947,40,56,77,15,174,227,0.378378378378378,0.432330827067669,18,0
"99","Dayton","Atlantic 10","M",43,23,13,8,0,21,3,8,20,0.619047619047619,16,93,125,15,305,351,0.399141630901288,0.41025641025641,15,0
"100","Dayton","Atlantic 10","W",26,26,7,9,3,19,4,4,0,0.368421052631579,41,41,72,18,138,216,0.312977099236641,0.432330827067669,18,0
"101","Delaware","Colonial Athletic Association","M",17,38,3,9,3,15,5,1,-21,0.2,57,23,27,5,85,88,0.418181818181818,0.4,19,0
"102","Delaware","Colonial Athletic Association","W",28,18,12,7,0,19,3,9,10,0.631578947368421,31,75,100,25,252,304,0.375,0.463541666666667,12,0
"103","Delaware State","Independent","W",6,59,0,17,0,17,12,0,-53,0,76,NA,NA,NA,NA,NA,NA,0.126984126984127,32,0
"104","Denver","Summit League","M",21,25,6,12,3,21,6,4,-4,0.285714285714286,40,33,45,8,107,142,0.383720930232558,0.327102803738318,22,0
"105","Denver","Summit League","W",34,10,12,4,4,20,3,11,24,0.6,17,78,90,21,222,240,0.412698412698413,0.432748538011696,17,0
"106","DePaul","Big East","M",17,22,5,9,3,17,5,4,-5,0.294117647058824,41,49,41,7,159,134,0.505154639175258,0.547368421052632,2,0
"107","DePaul","Big East","W",22,18,8,8,3,19,4,7,4,0.421052631578947,37,74,65,17,227,203,0.474358974358974,0.453125,14,0
"108","Detroit Mercy","Horizon League","M",15,30,7,11,1,19,9,6,-15,0.368421052631579,51,35,74,10,136,228,0.294117647058824,0.43030303030303,12,0
"109","Detroit Mercy","Horizon League","W",8,32,2,13,2,17,11,1,-24,0.117647058823529,63,3,11,2,14,27,0.1875,0.467391304347826,11,0
"110","Drake","Missouri Valley","M",23,29,8,9,1,18,4,6,-6,0.444444444444444,42,23,64,4,103,188,0.252747252747253,0.451327433628319,10,0
"111","Drake","Missouri Valley","W",14,19,8,10,1,19,9,7,-5,0.421052631578947,46,41,72,12,120,171,0.328,0.409722222222222,25,0
"112","Drexel","Colonial Athletic Association","M",22,26,6,9,2,17,2,2,-4,0.352941176470588,40,38,56,18,152,167,0.339285714285714,0.4,19,0
"113","Drexel","Colonial Athletic Association","W",13,29,5,11,3,19,9,3,-16,0.263157894736842,56,30,56,5,93,165,0.32967032967033,0.463541666666667,12,0
"114","Duke","Atlantic Coast","M",29,26,7,9,2,18,3,5,3,0.388888888888889,33,56,73,19,225,233,0.378378378378378,0.5625,1,0
"115","Duke","Atlantic Coast","W",38,14,9,4,7,20,4,5,24,0.45,17,72,86,20,254,293,0.404494382022472,0.546099290780142,3,18
"116","Duquesne","Atlantic 10","M",20,22,8,8,1,17,4,5,-2,0.470588235294118,38,31,82,8,125,244,0.256198347107438,0.41025641025641,15,0
"117","Duquesne","Atlantic 10","W",24,28,6,8,3,17,5,1,-4,0.352941176470588,45,35,57,15,116,162,0.327102803738318,0.432330827067669,18,0
"118","East Carolina","American Athletic","W",19,25,5,10,3,18,7,5,-6,0.277777777777778,47,33,54,5,111,154,0.358695652173913,0.481865284974093,9,0
"119","East Tennessee State","Southern","M",22,19,8,8,2,18,7,5,3,0.444444444444444,33,43,78,5,156,244,0.341269841269841,0.392307692307692,21,0
"120","East Tennessee State","Southern","W",24,23,5,11,4,20,7,2,1,0.25,40,3,42,1,28,146,0.0652173913043478,0.461928934010152,13,0
"121","Eastern Illinois","Ohio Valley","W",18,26,4,10,4,18,7,2,-8,0.222222222222222,49,14,53,7,63,188,0.189189189189189,0.359223300970874,29,0
"122","Eastern Illinois","Summit League","M",14,25,5,9,2,16,4,4,-11,0.3125,47,19,44,9,66,138,0.263888888888889,0.327102803738318,22,0
"123","Eastern Kentucky","Ohio Valley","W",12,27,4,12,2,18,5,3,-15,0.222222222222222,55,34,36,7,111,101,0.441558441558442,0.359223300970874,29,0
"124","Eastern Michigan","Mid-American","W",33,44,8,11,3,22,5,1,-11,0.363636363636364,52,60,74,16,196,225,0.4,0.419491525423729,22,0
"125","Eastern Washington","Big Sky","W",33,23,11,8,2,21,6,6,10,0.523809523809524,31,54,108,25,185,298,0.288770053475936,0.309278350515464,31,0
"126","Elon","Colonial Athletic Association","M",30,31,7,9,1,17,4,3,-1,0.411764705882353,37,54,81,11,189,223,0.36986301369863,0.4,19,0
"127","Elon","Colonial Athletic Association","W",42,33,12,6,2,20,4,4,9,0.6,32,90,120,13,287,372,0.403587443946188,0.463541666666667,12,0
"128","Evansville","Missouri Valley","M",13,35,2,15,1,18,9,1,-22,0.111111111111111,58,9,21,3,33,70,0.272727272727273,0.451327433628319,10,0
"129","Evansville","Missouri Valley","W",9,28,2,12,3,17,9,2,-19,0.117647058823529,59,11,19,5,46,67,0.314285714285714,0.409722222222222,25,0
"130","Fairfield","Metro Athletic Conference","W",44,33,11,6,3,20,5,8,11,0.55,30,67,111,23,201,319,0.333333333333333,0.416666666666667,24,0
"131","Fairfield","Metro Atlantic Athletic Conference","M",18,22,6,7,4,17,5,4,-4,0.352941176470588,40,25,70,9,117,207,0.240384615384615,0.404040404040404,16,0
"132","Fairleigh Dickinson","Northeast","M",27,25,7,9,4,20,6,1,2,0.35,34,40,63,17,167,209,0.333333333333333,0.401197604790419,18,0
"133","Fairleigh Dickinson","Northeast","W",29,19,9,6,6,21,3,5,10,0.428571428571429,31,41,92,10,145,280,0.286713286713287,0.341584158415842,30,0
"134","FGCU","ASUN","M",34,32,9,8,2,19,3,3,2,0.473684210526316,34,65,74,21,198,224,0.40625,0.39344262295082,20,0
"135","FGCU","ASUN","W",28,16,11,4,2,17,3,8,12,0.647058823529412,29,63,102,14,231,305,0.35195530726257,0.432926829268293,16,0
"136","Florida","SEC","W",38,31,11,9,1,21,4,5,7,0.523809523809524,34,82,69,20,276,243,0.47953216374269,0.508896797153025,4,0
"137","Florida Atlantic","Conference USA","M",22,30,7,8,1,16,4,3,-8,0.4375,44,47,48,13,170,174,0.435185185185185,0.482993197278912,8,0
"138","Florida Atlantic","Conference USA","W",43,24,15,4,2,21,2,5,19,0.714285714285714,22,111,123,22,401,394,0.43359375,0.49063670411985,7,0
"139","Florida International","Conference USA","M",41,18,10,3,5,18,2,4,23,0.555555555555556,13,72,90,17,246,290,0.402234636871508,0.482993197278912,8,0
"140","Florida International","Conference USA","W",13,52,2,15,0,17,8,2,-39,0.117647058823529,73,2,24,6,19,68,0.0625,0.49063670411985,7,0
"141","Florida State","Atlantic Coast","W",49,27,18,6,0,24,3,10,22,0.75,19,178,113,46,561,394,0.528189910979229,0.546099290780142,3,7
"142","Fordham","Atlantic 10","M",23,23,7,10,3,20,5,5,0,0.35,36,37,64,3,118,184,0.355769230769231,0.41025641025641,15,0
"143","Fordham","Atlantic 10","W",14,36,5,11,4,20,7,2,-22,0.25,62,31,46,12,109,128,0.348314606741573,0.432330827067669,18,0
"144","Fresno State","Mountain West","W",28,24,9,7,4,20,3,5,4,0.45,37,57,101,12,177,281,0.335294117647059,0.478632478632479,10,0
"145","Furman","Southern","M",41,32,11,7,1,19,4,4,9,0.578947368421053,27,52,111,14,226,351,0.293785310734463,0.392307692307692,21,0
"146","Furman","Southern","W",38,19,14,6,1,21,3,11,19,0.666666666666667,22,97,112,20,314,344,0.423580786026201,0.461928934010152,13,0
"147","Gardner-Webb","Big South","M",34,36,9,8,2,19,4,3,-2,0.473684210526316,38,34,99,7,158,306,0.242857142857143,0.419161676646707,13,0
"148","Gardner-Webb","Big South","W",31,35,10,11,1,22,4,6,-4,0.454545454545455,45,46,95,11,176,294,0.302631578947368,0.440860215053763,15,0
"149","George Mason","Atlantic 10","M",16,34,4,12,2,18,8,1,-18,0.222222222222222,54,24,41,5,83,105,0.342857142857143,0.41025641025641,15,0
"150","George Mason","Atlantic 10","W",18,35,3,11,3,17,4,3,-17,0.176470588235294,57,22,27,6,60,81,0.4,0.432330827067669,18,0
"151","George Washington","Atlantic 10","M",13,23,5,11,1,17,8,4,-10,0.294117647058824,46,22,56,7,88,149,0.258823529411765,0.41025641025641,15,0
"152","George Washington","Atlantic 10","W",43,25,14,3,4,21,1,5,18,0.666666666666667,23,74,119,28,225,354,0.334841628959276,0.432330827067669,18,0
"153","Georgetown","Big East","M",58,14,19,1,4,24,1,12,44,0.791666666666667,3,170,125,35,502,400,0.515151515151515,0.547368421052632,2,1
"154","Georgetown","Big East","W",45,20,13,5,3,21,4,8,25,0.619047619047619,16,71,96,21,236,296,0.377659574468085,0.453125,14,0
"155","Georgia","SEC","W",26,16,8,7,4,19,6,6,10,0.421052631578947,31,78,63,16,236,228,0.496815286624204,0.508896797153025,4,0
"156","Georgia Southern","Sun Belt","M",24,34,7,9,2,18,5,2,-10,0.388888888888889,46,38,57,10,127,168,0.361904761904762,0.482456140350877,9,0
"157","Georgia Southern","Sun Belt","W",19,30,6,11,1,18,7,3,-11,0.333333333333333,52,39,66,9,132,223,0.342105263157895,0.431279620853081,19,0
"158","Georgia State","Sun Belt","M",38,21,12,4,4,20,1,8,17,0.6,19,87,99,20,288,317,0.422330097087379,0.482456140350877,9,0
"159","Georgia State","Sun Belt","W",19,29,9,9,2,20,8,6,-10,0.45,51,64,78,27,199,232,0.378698224852071,0.431279620853081,19,0
"160","Gonzaga","West Coast","M",15,28,4,10,2,16,6,2,-13,0.25,49,20,29,3,65,88,0.384615384615385,0.485714285714286,6,0
"161","Gonzaga","West Coast","W",39,23,12,6,1,19,4,7,16,0.631578947368421,25,75,120,31,241,369,0.331858407079646,0.489795918367347,8,0
"162","Grambling State","Southwestern Athletic","W",33,32,10,11,1,22,10,7,1,0.454545454545455,40,47,109,7,177,448,0.288343558282209,0.372549019607843,28,0
"163","Grand Canyon","Western Athletic","M",19,26,4,9,4,17,4,4,-7,0.235294117647059,43,28,35,5,97,93,0.411764705882353,0.401785714285714,17,0
"164","Grand Canyon","Western Athletic","W",14,32,4,14,1,19,11,3,-18,0.210526315789474,58,6,44,4,37,152,0.111111111111111,0.418994413407821,23,0
"165","Hampton University","Independent","W",6,50,1,15,1,17,11,1,-44,0.0588235294117647,75,1,16,2,6,32,0.0526315789473684,0.126984126984127,32,0
"166","Hartford","America East","M",26,23,12,5,4,21,4,9,3,0.571428571428571,33,66,101,20,224,313,0.352941176470588,0.496551724137931,5,0
"167","Hartford","America East","W",26,19,10,7,2,19,4,4,7,0.526315789473684,34,40,96,16,155,282,0.263157894736842,0.424050632911392,20,0
"168","Harvard","Ivy League","M",8,49,0,14,1,15,10,0,-41,0,65,NA,NA,NA,NA,NA,NA,0.413533834586466,14,0
"169","Harvard","Ivy League","W",35,16,12,3,1,16,0,8,19,0.75,22,86,100,22,267,276,0.413461538461538,0.575757575757576,2,0
"170","Hawaii","Big West","W",19,27,6,8,4,18,5,4,-8,0.333333333333333,49,38,65,9,105,166,0.339285714285714,0.376470588235294,26,0
"171","High Point","Big South","M",28,26,13,7,0,20,5,7,2,0.65,34,74,125,16,310,405,0.344186046511628,0.419161676646707,13,0
"172","High Point","Big South","W",29,19,10,7,2,19,5,6,10,0.526315789473684,31,67,87,11,229,286,0.406060606060606,0.440860215053763,15,0
"173","Hofstra","Colonial Athletic Association","M",38,27,10,6,3,19,1,6,11,0.526315789473684,25,53,82,21,208,261,0.33974358974359,0.4,19,0
"174","Hofstra","Colonial Athletic Association","W",51,31,16,4,2,22,2,5,20,0.727272727272727,21,128,110,29,385,365,0.47940074906367,0.463541666666667,12,0
"175","Holy Cross","Patriot League","M",17,53,3,15,0,18,5,2,-36,0.166666666666667,64,7,18,7,32,59,0.21875,0.401197604790419,18,0
"176","Holy Cross","Patriot League","W",17,16,5,4,8,17,3,4,1,0.294117647058824,40,35,47,11,82,115,0.376344086021505,0.374331550802139,27,0
"177","Houston","American Athletic","W",23,43,6,14,0,20,7,4,-20,0.3,60,43,62,8,153,175,0.380530973451327,0.481865284974093,9,0
"178","Houston Baptist","Southland","W",18,35,3,15,0,18,8,1,-17,0.166666666666667,57,25,31,3,72,118,0.423728813559322,0.423076923076923,21,0
"179","Houston Baptist","Western Athletic","M",23,48,7,11,0,18,7,2,-25,0.388888888888889,59,29,67,11,129,206,0.271028037383178,0.401785714285714,17,0
"180","Howard","Southwestern Athletic","W",32,12,14,4,0,18,3,11,20,0.777777777777778,21,50,141,9,193,502,0.25,0.372549019607843,28,0
"181","Howard","Sun Belt","M",18,38,5,12,1,18,9,2,-20,0.277777777777778,56,32,48,7,104,154,0.367816091954023,0.482456140350877,9,0
"182","Idaho","Big Sky","W",16,27,5,12,2,19,7,3,-11,0.263157894736842,52,24,47,5,84,134,0.315789473684211,0.309278350515464,31,0
"183","Idaho State","Big Sky","W",17,42,2,14,3,19,6,0,-25,0.105263157894737,64,12,23,3,33,64,0.315789473684211,0.309278350515464,31,0
"184","Illinois","Big Ten","W",30,32,9,8,1,18,4,1,-2,0.5,43,82,70,20,253,214,0.476744186046512,0.491166077738516,6,0
"185","Illinois State","Missouri Valley","W",42,24,14,6,0,20,3,10,18,0.7,23,77,136,20,233,352,0.330472103004292,0.409722222222222,25,0
