id,Season,Date,Oppponent,Result,UNO.Score,Opp.Score,Location,Win,Loss,Tie,Game.Number,Game.Number.Series,running.wins,running.loses,running.ties,win.streak,lose.streak,tie.streak
780,2016,4-Mar-17,Denver,L,0,3,"Omaha, NE",0,1,0,36,36,9,25,2,0,2,0
781,2016,10-Mar-17,Western Michigan,W,2,1,"Kalamazoo, MI",1,0,0,37,41,22,13,6,1,0,0
782,2016,11-Mar-17,Western Michigan,L,2,5,"Kalamazoo, MI",0,1,0,38,42,22,14,6,0,1,0
783,2016,12-Mar-17,Western Michigan,L,1,2,"Kalamazoo, MI",0,1,0,39,43,22,15,6,0,2,0
784,2017,13-Oct-17,Massachusetts-Lowell,W,4,2,"Lowell, MA",1,0,0,1,5,4,1,0,1,0,0
785,2017,14-Oct-17,Massachusetts-Lowell,L,2,5,"Lowell, MA",0,1,0,2,6,4,2,0,0,1,0
786,2017,20-Oct-17,Arizona State,W,5,1,"Omaha, NE",1,0,0,3,3,3,0,0,1,0,0
787,2017,21-Oct-17,Arizona State,T,4,4,"Omaha, NE",0,0,1,4,4,3,0,1,0,0,1
788,2017,26-Oct-17,Notre Dame,W,6,4,"South Bend, IN",1,0,0,5,33,11,18,4,1,0,0
789,2017,27-Oct-17,Notre Dame,L,4,5,"South Bend, IN",0,1,0,6,34,11,19,4,0,1,0
790,2017,10-Nov-17,Colorado College,W,5,3,"Colorado Springs, CO",1,0,0,7,24,14,7,3,1,0,0
791,2017,11-Nov-17,Colorado College,L,0,4,"Colorado Springs, CO",0,1,0,8,25,14,8,3,0,1,0
792,2017,17-Nov-17,Western Michigan,L,1,4,"Kalamazoo, MI",0,1,0,9,44,22,16,6,0,2,0
793,2017,18-Nov-17,Western Michigan,L,2,5,"Kalamazoo, MI",0,1,0,10,45,22,17,6,0,3,0
794,2017,24-Nov-17,Northern Michigan,W,4,3,"Omaha, NE",1,0,0,11,39,19,17,3,1,0,0
795,2017,25-Nov-17,Northern Michigan,W,4,1,"Omaha, NE",1,0,0,12,40,20,17,3,2,0,0
796,2017,1-Dec-17,St. Cloud State,L,4,7,"Omaha, NE",0,1,0,13,29,10,17,2,0,1,0
797,2017,2-Dec-17,St. Cloud State,L,0,5,"Omaha, NE",0,1,0,14,30,10,18,2,0,2,0
798,2017,8-Dec-17,Minnesota Duluth,W,7,5,"Omaha, NE",1,0,0,15,23,9,11,3,1,0,0
799,2017,9-Dec-17,Minnesota Duluth,L,2,6,"Omaha, NE",0,1,0,16,24,9,12,3,0,1,0
800,2017,29-Dec-17,Union,W,5,1,"Omaha, NE",1,0,0,17,6,4,2,0,1,0,0
801,2017,30-Dec-17,Union,W,5,3,"Omaha, NE",1,0,0,18,7,5,2,0,2,0,0
802,2017,5-Jan-18,North Dakota,W,4,1,"Grand Forks, ND",1,0,0,19,25,9,15,1,3,0,0
803,2017,6-Jan-18,North Dakota,L,0,7,"Grand Forks, ND",0,1,0,20,26,9,16,1,0,1,0
804,2017,12-Jan-18,Miami,W,11,7,"Omaha, NE",1,0,0,21,42,16,20,6,1,0,0
805,2017,13-Jan-18,Miami,W,4,3,"Omaha, NE",1,0,0,22,43,17,20,6,2,0,0
806,2017,19-Jan-18,Denver,L,0,5,"Denver, CO",0,1,0,23,37,9,26,2,0,1,0
807,2017,20-Jan-18,Denver,L,0,4,"Denver, CO",0,1,0,24,38,9,27,2,0,2,0
808,2017,26-Jan-18,Western Michigan,W,6,2,"Omaha, NE",1,0,0,25,46,23,17,6,1,0,0
809,2017,27-Jan-18,Western Michigan,W,7,3,"Omaha, NE",1,0,0,26,47,24,17,6,2,0,0
810,2017,2-Feb-18,St. Cloud State,L,3,5,"St. Cloud, MN",0,1,0,27,31,10,19,2,0,1,0
811,2017,3-Feb-18,St. Cloud State,L,2,6,"St. Cloud, MN",0,1,0,28,32,10,20,2,0,2,0
812,2017,16-Feb-18,North Dakota,W,6,3,"Omaha, NE",1,0,0,29,27,10,16,1,1,0,0
813,2017,17-Feb-18,North Dakota,L,0,3,"Omaha, NE",0,1,0,30,28,10,17,1,0,1,0
814,2017,23-Feb-18,Colorado College,W,4,2,"Omaha, NE",1,0,0,31,26,15,8,3,1,0,0
815,2017,24-Feb-18,Colorado College,T,2,2,"Omaha, NE",0,0,1,32,27,15,8,4,0,0,1
816,2017,2-Mar-18,Minnesota Duluth,W,4,1,"Duluth, MN",1,0,0,33,25,10,12,3,1,0,0
817,2017,3-Mar-17,Minnesota Duluth,L,1,4,"Duluth, MN",0,1,0,34,26,10,13,3,0,1,0
818,2017,9-Mar-18,North Dakota,L,0,4,"Grand Forks, ND",0,1,0,35,29,10,18,1,0,2,0
819,2017,10-Mar-18,North Dakota,L,3,4,"Grand Forks, ND",0,1,0,36,30,10,19,1,0,3,0
820,2018,12-Oct-18,Union,T,3,3,"Schenectady, NY",0,0,1,1,8,5,2,1,0,0,1
821,2018,13-Oct-18,Union,L,4,5,"Schenectady, NY",0,1,0,2,9,5,3,1,0,1,0
822,2018,19-Oct-18,Notre Dame,L,1,4,"Omaha, NE",0,1,0,3,35,11,20,4,0,2,0
823,2018,20-Oct-18,Notre Dame,L,2,8,"Omaha, NE",0,1,0,4,36,11,21,4,0,3,0
824,2018,26-Oct-18,Arizona State,L,3,6,"Tempe, AZ",0,1,0,5,5,3,1,1,0,4,0
825,2018,27-Oct-18,Arizona State,L,2,7,"Tempe, AZ",0,1,0,6,6,3,2,1,0,5,0
826,2018,2-Nov-18,Miami,L,1,4,"Omaha, NE",0,1,0,7,44,17,21,6,0,6,0
827,2018,3-Nov-18,Miami,W,6,3,"Omaha, NE",1,0,0,8,45,18,21,6,1,0,0
828,2018,9-Nov-18,Western Michigan,L,2,7,"Kalamazoo, MI",0,1,0,9,48,24,18,6,0,1,0
829,2018,10-Nov-18,Western Michigan,W,4,2,"Kalamazoo, MI",1,0,0,10,49,25,18,6,1,0,0
830,2018,23-Nov-18,Arizona State,W,6,4,"Omaha, NE",1,0,0,11,7,4,2,1,2,0,0
831,2018,24-Nov-18,Arizona State,W,4,0,"Omaha, NE",1,0,0,12,8,5,2,1,3,0,0
832,2018,30-Nov-18,Colorado College,T,3,3,"Omaha, NE",0,0,1,13,28,15,8,5,0,0,1
833,2018,1-Dec-18,Colorado College,L,3,6,"Omaha, NE",0,1,0,14,29,15,9,5,0,1,0
834,2018,7-Dec-18,St. Cloud State,L,0,2,"St. Cloud, MN",0,1,0,15,33,10,21,2,0,2,0
835,2018,8-Dec-18,St. Cloud State,L,1,7,"St. Cloud, MN",0,1,0,16,34,10,22,2,0,3,0
836,2018,29-Dec-18,Alaska Anchorage,W,3,0,"Omaha, NE",1,0,0,17,10,7,2,1,1,0,0
837,2018,31-Dec-18,Alaska Anchorage,W,4,0,"Omaha, NE",1,0,0,18,11,8,2,1,2,0,0
838,2018,11-Jan-19,Denver,L,0,1,"Denver, CO",0,1,0,19,39,9,28,2,0,1,0
839,2018,12-Jan-19,Denver,L,2,3,"Denver, CO",0,1,0,20,40,9,29,2,0,2,0
840,2018,18-Jan-19,North Dakota,L,3,4,"Omaha, NE",0,1,0,21,31,10,20,1,0,3,0
841,2018,19-Jan-19,North Dakota,W,4,3,"Omaha, NE",1,0,0,22,32,11,20,1,1,0,0
842,2018,25-Jan-19,Minnesota Duluth,L,2,7,"Duluth, MN",0,1,0,23,27,10,14,3,0,1,0
843,2018,26-Jan-19,Minnesota Duluth,L,1,3,"Duluth, MN",0,1,0,24,28,10,15,3,0,2,0
844,2018,1-Feb-19,Western Michigan,L,3,4,"Omaha, NE",0,1,0,25,50,25,19,6,0,3,0
845,2018,2-Feb-19,Western Michigan,W,6,3,"Omaha, NE",1,0,0,26,51,26,19,6,1,0,0
846,2018,8-Feb-19,Miami,W,3,0,"Oxford, OH",1,0,0,27,46,19,21,6,2,0,0
847,2018,9-Feb-19,Miami,L,2,4,"Oxford, OH",0,1,0,28,47,19,22,6,0,1,0
848,2018,22-Feb-19,St. Cloud State,L,1,4,"Omaha, NE",0,1,0,29,35,10,23,2,0,2,0
849,2018,23-Feb-19,St. Cloud State,L,0,5,"Omaha, NE",0,1,0,30,36,10,24,2,0,3,0
850,2018,1-Mar-19,Denver,L,1,4,"Omaha, NE",0,1,0,31,41,9,30,2,0,4,0
851,2018,2-Mar-19,Denver,T,3,3,"Omaha, NE",0,0,1,32,42,9,30,3,0,0,1
852,2018,8-Mar-19,North Dakota,L,1,2,"Grand Forks, ND",0,1,0,33,33,11,21,1,0,1,0
853,2018,9-Mar-19,North Dakota,L,4,5,"Grand Forks, ND",0,1,0,34,34,11,22,1,0,2,0
854,2018,15-Mar-19,Minnesota Duluth,L,1,2,"Duluth, MN",0,1,0,35,29,10,16,3,0,3,0
855,2018,16-Mar-19,Minnesota Duluth,L,1,4,"Duluth, MN",0,1,0,36,30,10,17,3,0,4,0
