offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Indiana,Big Ten,Purdue,Big Ten,401112168,40111216826,25,false,5,25,25,0,0,5,0,0,0,0,,,6,25,TD
Purdue,Big Ten,Indiana,Big Ten,401112168,40111216827,26,true,5,75,25,0,0,5,100,0,0,0,,,7,25,TD
Purdue,Big Ten,Indiana,Big Ten,401112168,40111216828,27,true,5,75,25,0,0,5,83,17,0,0,,,4,8,FG
Indiana,Big Ten,Purdue,Big Ten,401112168,40111216829,28,true,5,25,25,0,0,5,0,0,0,0,,,5,25,TD
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121911,1,false,1,25,75,15,0,1,64,36,10,32,4,28,9,39,DOWNS
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121912,2,false,1,64,64,10,32,1,56,56,8,7,2,25,4,8,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121913,3,true,1,18,82,8,7,1,97,3,1,17,6,50,13,79,FG
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121914,4,true,1,77,77,1,17,2,0,0,11,54,4,23,10,77,TD
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121915,5,true,2,21,79,11,54,2,100,0,8,20,3,34,9,79,TD
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121916,6,false,2,79,79,8,20,2,52,52,3,59,4,21,8,27,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121917,7,false,2,20,80,3,59,2,14,86,2,31,1,28,3,-6,PUNT
Miami (OH),Mid-American,Iowa,Big Ten,401112191,4011121918,8,false,2,45,45,2,31,2,41,41,0,38,1,53,3,4,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,4011121919,9,false,2,3,97,0,38,2,3,97,0,0,,38,1,0,END OF HALF
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219110,10,false,3,75,75,15,0,3,76,76,13,26,1,34,3,-1,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219111,11,true,3,18,82,13,26,3,100,0,10,6,3,20,7,82,TD
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219112,12,false,3,75,75,10,6,3,71,71,8,0,2,6,5,4,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219113,13,true,3,44,56,8,0,3,100,0,6,25,1,35,3,56,TD
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219114,14,false,3,75,75,6,25,3,40,40,4,44,1,41,5,35,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219115,15,false,3,16,84,4,44,3,65,35,1,13,3,31,6,49,FUMBLE
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219116,16,true,3,60,60,1,13,4,0,0,12,53,3,20,10,60,TD
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219117,17,true,4,25,75,12,53,4,100,0,5,56,6,57,13,75,TD
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219118,18,false,4,75,75,5,56,4,75,75,5,47,,9,1,0,INT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219119,19,true,4,77,23,5,47,4,100,0,3,3,2,44,6,23,TD
Miami (OH),Mid-American,Iowa,Big Ten,401112191,40111219120,20,false,4,75,75,3,3,4,68,68,0,52,2,11,3,7,PUNT
Iowa,Big Ten,Miami (OH),Mid-American,401112191,40111219121,21,false,4,11,89,0,52,4,21,79,0,0,,52,2,10,END OF GAME
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121921,1,true,1,25,75,15,0,1,100,0,12,18,2,42,5,75,TD
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121922,2,false,1,86,86,12,18,1,56,56,9,13,3,5,6,30,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121923,3,false,1,3,97,9,13,1,5,95,8,9,1,4,3,2,PUNT
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121924,4,false,1,59,59,8,9,1,58,58,6,33,1,36,3,1,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121925,5,false,1,11,89,6,33,1,35,65,3,18,3,15,6,24,PUNT
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121926,6,false,1,60,60,3,18,1,49,49,1,1,2,17,6,11,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121927,7,false,1,8,92,1,1,2,8,92,14,48,1,13,3,0,PUNT
Rutgers,Big Ten,Iowa,Big Ten,401112192,4011121928,8,false,2,50,50,14,48,2,42,42,13,50,,58,3,8,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,4011121929,9,true,2,3,97,13,50,2,100,0,8,13,5,37,11,97,TD
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219210,10,false,2,75,75,8,13,2,84,84,6,38,1,35,3,-9,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219211,11,true,2,56,44,6,38,2,72,28,3,50,2,48,6,16,FG
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219212,12,false,2,75,75,3,50,2,74,74,2,58,,52,3,1,INT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219213,13,true,2,70,30,2,58,2,99,1,15,0,2,58,5,29,FG
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219214,14,false,3,75,75,15,0,3,70,70,12,51,2,9,3,5,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219215,15,false,3,1,99,12,51,3,33,67,9,49,3,2,6,32,PUNT
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219216,16,false,3,74,74,9,49,3,50,50,8,19,1,30,4,24,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219217,17,false,3,2,98,8,19,3,45,55,4,38,3,41,7,43,PUNT
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219218,18,false,3,91,91,4,38,3,90,90,3,38,1,,3,1,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219219,19,true,3,44,56,3,38,3,100,0,2,50,,48,2,56,TD
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219220,20,false,3,75,75,2,50,4,54,54,14,47,3,3,7,21,INT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219221,21,true,4,14,86,14,47,4,75,25,11,5,3,42,7,61,FG
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219222,22,false,4,75,75,11,5,4,71,71,9,43,1,22,3,4,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219223,23,false,4,19,81,9,43,4,42,58,8,7,1,36,4,23,PUNT
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219224,24,false,4,99,99,8,7,4,92,92,5,54,2,13,3,7,PUNT
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219225,25,false,4,48,52,5,54,4,72,28,0,55,4,59,10,24,DOWNS
Rutgers,Big Ten,Iowa,Big Ten,401112192,40111219226,26,false,4,72,72,0,55,4,61,61,0,13,,42,2,11,FUMBLE
Iowa,Big Ten,Rutgers,Big Ten,401112192,40111219227,27,false,4,61,39,0,13,4,63,37,0,0,,13,1,2,END OF GAME
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121931,1,true,1,35,65,15,0,1,100,0,11,1,3,59,9,65,TD
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121932,2,false,1,75,75,11,1,1,76,76,9,55,1,6,3,-1,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121933,3,true,1,25,75,9,55,1,69,31,4,54,5,1,9,44,FG
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121934,4,false,1,75,75,4,54,1,67,67,3,2,1,52,3,8,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121935,5,true,1,29,71,3,2,1,100,0,0,15,2,47,5,71,TD
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121936,6,false,1,75,75,0,15,2,55,55,12,57,2,18,6,20,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121937,7,true,2,19,81,12,57,2,100,0,8,33,4,24,9,81,TD
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,4011121938,8,false,2,75,75,8,33,2,43,43,5,12,3,21,6,32,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,4011121939,9,false,2,8,92,5,12,2,7,93,3,37,1,35,3,-1,PUNT
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219310,10,false,2,41,41,3,37,2,46,46,1,47,1,50,3,-5,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219311,11,false,2,1,99,1,47,2,79,21,0,2,1,45,13,78,MISSED FG
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219312,12,false,2,79,79,0,2,2,68,68,0,0,,2,1,11,END OF HALF
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219313,13,false,3,75,75,15,0,3,71,71,12,14,2,46,5,4,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219314,14,true,3,21,79,12,14,3,76,24,10,52,1,22,5,55,FG
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219315,15,true,3,75,75,10,52,3,26,26,5,24,5,28,13,49,FG
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219316,16,true,3,20,80,5,24,3,100,0,2,19,3,5,7,80,TD
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219317,17,false,3,75,75,2,19,3,71,71,0,35,1,44,3,4,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219318,18,true,3,28,72,0,35,4,100,0,10,1,5,34,10,72,TD
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219319,19,false,4,75,75,10,1,4,58,58,7,12,2,49,7,17,PUNT
Iowa,Big Ten,Middle Tennessee,Conference USA,401112193,40111219320,20,true,4,21,79,7,12,4,100,0,0,47,6,25,13,79,TD
Middle Tennessee,Conference USA,Iowa,Big Ten,401112193,40111219321,21,false,4,75,75,0,47,4,70,70,0,0,,47,2,5,END OF GAME
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121941,1,false,1,25,75,15,0,1,39,61,13,48,1,12,5,14,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121942,2,false,1,79,79,13,48,1,79,79,13,41,,7,1,-3,FUMBLE
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121943,3,true,1,82,18,13,41,1,90,10,12,19,1,22,4,8,FG
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121944,4,false,1,75,75,12,19,1,58,58,10,37,1,42,4,17,PUNT
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121945,5,true,1,30,70,10,37,1,100,0,8,33,2,4,6,70,TD
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121946,6,false,1,50,50,8,33,1,52,52,6,46,1,47,3,-2,FUMBLE
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121947,7,false,1,40,60,6,46,1,45,55,6,5,,41,2,5,INT
Iowa,Big Ten,Michigan,Big Ten,401112194,4011121948,8,false,1,61,61,6,5,1,57,57,5,13,,52,2,4,INT
Michigan,Big Ten,Iowa,Big Ten,401112194,4011121949,9,false,1,31,69,5,13,1,35,65,3,43,1,30,3,4,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219410,10,true,1,65,65,3,43,2,4,4,12,18,6,25,14,61,FG
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219411,11,false,2,29,71,12,18,2,46,54,9,36,2,42,5,17,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219412,12,false,2,80,80,9,36,2,42,42,5,29,4,7,9,38,PUNT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219413,13,false,2,14,86,5,29,2,14,86,3,37,1,52,3,0,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219414,14,false,2,52,52,3,37,2,33,33,1,29,2,8,5,19,INT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219415,15,false,2,4,96,1,29,2,60,40,0,0,1,29,6,56,DOWNS
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219417,16,false,3,75,75,15,0,3,36,36,11,15,3,45,8,39,INT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219418,17,false,3,30,70,11,15,3,52,48,8,44,2,31,5,22,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219419,18,false,3,80,80,8,44,3,75,75,5,7,3,37,5,5,PUNT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219420,19,false,3,19,81,5,7,3,25,75,1,13,3,54,6,6,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219421,20,false,3,67,67,1,13,4,39,39,14,47,1,26,4,28,PUNT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219422,21,false,4,20,80,14,47,4,84,16,11,1,3,46,10,64,MISSED FG
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219423,22,false,4,80,80,11,1,4,73,73,8,14,2,47,4,7,PUNT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219424,23,false,4,40,60,8,14,4,42,58,7,8,1,6,3,2,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219425,24,false,4,67,67,7,8,4,51,51,2,52,4,16,6,16,PUNT
Michigan,Big Ten,Iowa,Big Ten,401112194,40111219426,25,false,4,15,85,2,52,4,23,77,1,35,1,17,3,8,PUNT
Iowa,Big Ten,Michigan,Big Ten,401112194,40111219427,26,false,4,57,57,1,35,4,45,45,0,0,1,35,9,12,END OF 4TH QUARTER
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121951,1,false,1,25,75,15,0,1,30,70,13,33,1,27,3,5,PUNT
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121952,2,false,1,41,41,13,33,1,49,49,11,57,1,36,3,-8,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121953,3,false,1,17,83,11,57,1,45,55,8,31,3,26,10,28,PUNT
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121954,4,false,1,80,80,8,31,1,79,79,7,40,,51,3,1,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121955,5,true,1,33,67,7,40,1,71,29,2,12,5,28,11,38,FG
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121956,6,false,1,80,80,2,12,1,63,63,0,2,2,10,5,17,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121957,7,false,1,21,79,0,2,2,27,73,14,16,,46,3,6,PUNT
Penn State,Big Ten,Iowa,Big Ten,401112195,4011121958,8,true,2,85,85,14,16,2,0,0,8,36,5,40,15,85,TD
Iowa,Big Ten,Penn State,Big Ten,401112195,4011121959,9,false,2,29,71,8,36,2,74,26,5,1,3,35,8,45,MISSED FG
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219510,10,false,2,74,74,5,1,2,48,48,1,46,3,15,9,26,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219511,11,true,2,11,89,1,46,2,95,5,0,20,1,26,10,84,FG
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219512,12,false,2,68,68,0,20,2,72,72,0,0,,20,1,-4,END OF HALF
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219513,13,false,3,80,80,15,0,3,46,46,10,32,4,28,9,34,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219514,14,false,3,3,97,10,32,3,27,73,7,50,2,42,5,24,PUNT
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219515,15,false,3,72,72,7,50,3,70,70,6,19,1,31,3,2,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219516,16,false,3,8,92,6,19,3,22,78,4,46,1,33,4,8,FUMBLE
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219517,17,true,3,16,16,4,46,3,15,15,2,8,2,38,6,1,FG
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219518,18,false,3,25,75,2,8,4,59,41,14,0,3,8,7,34,PUNT
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219519,19,false,4,90,90,14,0,4,37,37,10,13,3,47,10,53,PUNT
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219520,20,false,4,4,96,10,13,4,21,79,9,22,,51,3,17,INT
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219521,21,true,4,35,35,9,22,4,0,0,5,17,4,5,8,35,TD
Iowa,Big Ten,Penn State,Big Ten,401112195,40111219522,22,true,4,13,87,5,17,4,100,0,2,31,2,46,12,87,TD
Penn State,Big Ten,Iowa,Big Ten,401112195,40111219523,23,false,4,75,75,2,31,4,68,68,0,0,2,31,6,7,END OF GAME
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121961,1,true,1,25,75,15,0,1,88,12,7,45,7,15,15,63,FG
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121962,2,false,1,75,75,7,45,1,46,46,5,52,1,53,6,29,PUNT
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121963,3,true,1,18,82,5,52,1,74,26,2,42,3,10,7,56,FG
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121964,4,false,1,61,61,2,42,2,9,9,11,55,5,47,12,52,FUMBLE
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121965,5,false,2,9,91,11,55,2,30,70,9,6,2,49,5,21,PUNT
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121966,6,false,2,80,80,9,6,2,87,87,6,49,2,17,3,-7,PUNT
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121967,7,true,2,45,55,6,49,2,76,24,2,14,4,35,8,31,FG
Purdue,Big Ten,Iowa,Big Ten,401112196,4011121968,8,true,2,78,78,2,14,2,0,0,0,38,1,36,7,78,TD
Iowa,Big Ten,Purdue,Big Ten,401112196,4011121969,9,false,2,25,75,0,38,2,26,74,0,0,,38,1,1,END OF HALF
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219610,10,false,3,75,75,15,0,3,40,40,11,53,3,7,8,35,INT
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219611,11,true,3,28,72,11,53,3,100,0,7,26,4,27,9,72,TD
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219612,12,false,3,82,82,7,26,3,82,82,6,47,,39,3,0,PUNT
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219613,13,false,3,53,47,6,47,3,57,43,5,13,1,34,3,4,PUNT
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219614,14,false,3,89,89,5,13,3,71,71,2,48,2,25,5,18,PUNT
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219615,15,true,3,33,67,2,48,4,80,20,14,54,2,54,7,47,FG
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219616,16,false,4,59,59,14,54,4,56,56,13,33,1,21,3,3,PUNT
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219617,17,false,4,25,75,13,33,4,28,72,12,34,,59,3,3,INT
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219618,18,true,4,9,9,12,34,4,10,10,11,36,,58,4,-1,FG
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219619,19,false,4,10,90,11,36,4,16,84,8,48,2,48,5,6,PUNT
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219620,20,false,4,79,79,8,48,4,73,73,7,12,1,36,3,6,PUNT
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219621,21,false,4,30,70,7,12,4,46,54,3,50,3,22,4,16,PUNT
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219622,22,true,4,88,88,3,50,4,18,18,2,59,,51,5,70,FG
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219623,23,true,4,65,35,2,59,4,100,0,2,16,,43,2,35,TD
Purdue,Big Ten,Iowa,Big Ten,401112196,40111219624,24,true,4,72,72,2,16,4,0,0,0,24,1,52,11,72,TD
Iowa,Big Ten,Purdue,Big Ten,401112196,40111219625,25,false,4,52,48,0,24,4,49,51,0,0,,24,1,-3,END OF GAME
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121971,1,false,1,70,70,15,0,1,66,66,14,3,,57,3,4,PUNT
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121972,2,false,1,19,81,14,3,1,24,76,13,29,,34,3,5,INT
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121973,3,false,1,21,21,13,29,1,28,28,11,59,1,30,4,-7,MISSED FG
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121974,4,false,1,28,72,11,59,1,50,50,9,32,2,27,7,22,DOWNS
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121975,5,true,1,50,50,9,32,1,0,0,8,38,,54,3,50,TD
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121976,6,false,1,25,75,8,38,1,39,61,6,34,2,4,6,14,PUNT
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121977,7,false,1,79,79,6,34,1,72,72,5,1,1,33,3,7,PUNT
Northwestern,Big Ten,Iowa,Big Ten,401112197,4011121978,8,false,1,34,66,5,1,1,37,63,3,52,1,9,3,3,PUNT
Iowa,Big Ten,Northwestern,Big Ten,401112197,4011121979,9,true,1,79,79,3,52,2,22,22,12,25,6,27,15,57,FG
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219710,10,false,2,21,79,12,20,2,58,42,7,43,4,37,9,37,PUNT
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219711,11,false,2,98,98,7,43,2,49,49,4,25,3,18,5,49,PUNT
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219712,12,false,2,16,84,4,25,2,21,79,2,37,1,48,3,5,PUNT
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219713,13,false,2,54,54,2,37,2,45,45,0,38,1,59,3,9,PUNT
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219714,14,false,2,20,80,0,38,2,19,81,0,0,,38,1,-1,END OF HALF
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219715,15,false,3,25,75,15,0,3,59,41,11,24,3,36,8,34,DOWNS
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219716,16,true,3,59,59,11,24,3,0,0,5,23,6,1,13,59,TD
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219717,17,false,3,35,65,5,23,3,72,28,2,16,3,7,8,37,DOWNS
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219718,18,false,3,72,72,2,16,3,69,69,0,50,1,26,3,3,PUNT
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219719,19,false,3,34,66,0,50,4,38,62,14,48,1,2,3,4,PUNT
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219720,20,true,4,71,71,14,48,4,10,10,9,58,4,50,9,61,FG
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219721,21,false,4,15,85,9,53,4,56,44,7,9,2,44,9,41,DOWNS
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219722,22,false,4,56,56,7,9,4,70,70,4,54,2,15,4,-14,PUNT
Northwestern,Big Ten,Iowa,Big Ten,401112197,40111219723,23,false,4,14,86,4,54,4,30,70,2,21,2,33,7,16,PUNT
Iowa,Big Ten,Northwestern,Big Ten,401112197,40111219724,24,false,4,44,44,2,21,4,49,49,0,0,2,21,4,-5,DOWNS
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121981,1,false,1,25,75,15,0,1,39,61,12,41,2,19,5,14,PUNT
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121982,2,false,1,72,72,12,41,1,57,57,9,56,2,45,4,15,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121983,3,false,1,17,83,9,56,1,15,85,8,40,1,16,3,-2,FUMBLE
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121984,4,true,1,16,16,8,40,1,6,6,7,38,1,2,4,10,FG
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121985,5,false,1,29,71,7,38,1,87,13,1,38,6,,11,58,MISSED FG
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121986,6,false,1,80,80,1,38,2,41,41,13,46,2,52,6,39,FUMBLE
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121987,7,true,2,41,59,13,46,2,100,0,9,44,4,2,7,59,TD
Iowa,Big Ten,Wisconsin,Big Ten,401112198,4011121988,8,true,2,75,75,9,44,2,22,22,6,31,3,13,8,53,FG
Wisconsin,Big Ten,Iowa,Big Ten,401112198,4011121989,9,true,2,24,76,6,31,2,100,0,0,14,6,17,13,76,TD
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219810,10,false,2,75,75,0,14,2,76,76,0,0,,14,1,-1,END OF HALF
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219811,11,false,3,75,75,15,0,3,57,57,12,58,2,2,4,18,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219812,12,false,3,15,85,12,58,3,22,78,10,59,1,59,3,7,PUNT
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219813,13,false,3,58,58,10,59,3,43,43,9,0,1,59,4,15,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219814,14,false,3,9,91,9,0,3,27,73,6,11,2,49,6,18,PUNT
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219815,15,false,3,61,61,6,11,3,63,63,4,24,1,47,3,-2,PUNT
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219816,16,true,3,14,86,4,24,3,100,0,2,16,2,8,4,86,TD
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219817,17,true,3,75,75,2,16,4,0,0,14,6,3,10,9,75,TD
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219818,18,false,4,21,79,14,6,4,41,59,12,42,1,24,3,20,INT
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219819,19,true,4,47,47,12,42,4,21,21,9,27,3,15,10,26,FG
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219820,20,true,4,25,75,9,27,4,89,11,3,29,5,58,10,64,FG
Iowa,Big Ten,Wisconsin,Big Ten,401112198,40111219821,21,true,4,75,75,3,29,4,0,0,3,12,,17,1,75,TD
Wisconsin,Big Ten,Iowa,Big Ten,401112198,40111219822,22,false,4,25,75,3,12,4,87,13,0,0,2,41,8,62,Uncategorized
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121991,1,true,1,25,75,15,0,1,100,0,11,26,3,34,8,75,TD
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121992,2,false,1,79,79,11,26,1,32,32,5,45,5,41,12,47,MISSED FG
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121993,3,true,1,32,68,5,45,1,100,0,0,18,5,27,9,68,TD
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121994,4,true,1,93,93,0,18,2,6,6,9,47,5,31,12,87,FG
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121995,5,true,2,31,69,9,47,2,100,0,6,20,3,27,6,69,TD
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121996,6,false,2,75,75,6,20,2,32,32,3,30,2,50,9,50,DOWNS
Iowa,Big Ten,Minnesota,Big Ten,401112199,4011121997,7,false,2,2,98,2,24,2,11,89,0,39,1,45,3,9,PUNT
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121998,8,true,2,46,46,0,39,2,65,65,0,0,,39,5,44,END OF HALF
Minnesota,Big Ten,Iowa,Big Ten,401112199,4011121999,9,true,3,66,66,15,0,3,0,0,11,35,3,25,6,66,TD
